,Date,Close,Adj Date,Predicted Close,Error
1047,2020-01-15,48.009997999999996,2020-01-08,48.188835,0.1788371440429728
1048,2020-01-16,49.049999,2020-01-09,48.188877,-0.8611218942871091
1049,2020-01-17,49.02,2020-01-10,48.23354,-0.786460418701175
1050,2020-01-21,48.799999,2020-01-14,48.365726,-0.43427252905273406
1051,2020-01-22,49.07,2020-01-15,48.517803,-0.5521968078613284
1052,2020-01-23,49.0,2020-01-16,48.699333,-0.30066680908203125
1053,2020-01-24,48.849998,2020-01-17,48.867615,0.017616746093750635
1054,2020-01-27,47.470001,2020-01-20,49.034115,1.564113837646481
1055,2020-01-28,47.77,2020-01-21,49.094746,1.324745635986325
1056,2020-01-29,47.049999,2020-01-22,49.06577,2.015770195556641
1057,2020-01-30,47.240002000000004,2020-01-23,49.011578,1.7715756062011678
1058,2020-01-31,45.970001,2020-01-24,48.841637,2.8716356577148403
1059,2020-02-03,46.529999,2020-01-27,48.64677,2.1167714772949253
1060,2020-02-04,47.619999,2020-01-28,48.403217,0.7832183156738282
1061,2020-02-05,48.450001,2020-01-29,48.20191,-0.2480928884277347
1062,2020-02-06,48.689999,2020-01-30,48.10976,-0.5802387155761721
1063,2020-02-07,47.970001,2020-01-31,48.113117,0.14311621801757468
1064,2020-02-10,48.869999,2020-02-03,48.172703,-0.6972962106933593
1065,2020-02-11,49.130001,2020-02-04,48.226498,-0.9035033498535157
1066,2020-02-12,49.93,2020-02-05,48.37347,-1.5565296936035153
1067,2020-02-13,47.32,2020-02-06,48.566967,1.2469670104980466
1068,2020-02-14,46.970001,2020-02-07,48.623108,1.6531069101562466
1069,2020-02-18,46.59,2020-02-11,48.602985,2.0129853820800747
1070,2020-02-19,46.290001000000004,2020-02-12,48.508877,2.2188758005371056
1071,2020-02-20,46.849998,2020-02-13,48.36439,1.5143933269042975
1072,2020-02-21,46.299999,2020-02-14,48.15533,1.8553316579589847
1073,2020-02-24,44.0,2020-02-17,47.96329,3.9632911682128906
1074,2020-02-25,42.740002000000004,2020-02-18,47.674126,4.934123671386715
1075,2020-02-26,42.16,2020-02-19,47.28904,5.12903961181641
1076,2020-02-27,40.040001000000004,2020-02-20,46.800755,6.760753547119137
1077,2020-02-28,39.93,2020-02-21,46.174603,6.244602508544922
1078,2020-03-02,41.169998,2020-02-24,45.348255,4.1782571574707035
1079,2020-03-03,40.040001000000004,2020-02-25,44.5451,4.505100165771481
1080,2020-03-04,41.389998999999996,2020-02-26,43.86352,2.4735225759277384
1081,2020-03-05,39.57,2020-02-27,43.265636,3.6956364440917966
1082,2020-03-06,39.68,2020-02-28,42.73074,3.0507395935058597
1083,2020-03-09,37.959998999999996,2020-03-02,42.14638,4.186382378173832
1084,2020-03-10,40.080002,2020-03-03,41.51266,1.432658980224609
1085,2020-03-11,37.049999,2020-03-04,41.02347,3.973472832275391
1086,2020-03-12,33.200001,2020-03-05,40.635765,7.435764075683593
1087,2020-03-13,37.639998999999996,2020-03-06,40.09153,2.4515308461914103
1088,2020-03-16,33.709998999999996,2020-03-09,39.5227,5.812702263427738
1089,2020-03-17,35.5,2020-03-10,38.86083,3.360828399658203
1090,2020-03-18,37.119999,2020-03-11,38.247074,1.1270751271972657
1091,2020-03-19,37.709998999999996,2020-03-12,37.64151,-0.06848899023437127
1092,2020-03-20,35.599998,2020-03-13,37.24246,1.64246034350586
1093,2020-03-23,34.599998,2020-03-16,37.05633,2.456333634521485
1094,2020-03-24,38.599998,2020-03-17,36.88044,-1.7195582416992181
1095,2020-03-25,37.669998,2020-03-18,36.775173,-0.8948248127441403
1096,2020-03-26,40.580002,2020-03-19,36.833847,-3.746154954101563
1097,2020-03-27,38.82,2020-03-20,36.96678,-1.8532183837890628
1098,2020-03-30,40.32,2020-03-23,37.209885,-3.110115356445313
1099,2020-03-31,39.310001,2020-03-24,37.53122,-1.7787815175781247
1100,2020-04-01,38.330002,2020-03-25,37.924374,-0.405628373291016
1101,2020-04-02,39.799999,2020-03-26,38.244854,-1.5551450266113278
1102,2020-04-03,39.060001,2020-03-27,38.48839,-0.5716091237792966
1103,2020-04-06,41.43,2020-03-30,38.779182,-2.6508175659179685
1104,2020-04-07,40.639998999999996,2020-03-31,39.11946,-1.5205379404296835
1105,2020-04-08,41.740002000000004,2020-04-01,39.56957,-2.170433365966801
1106,2020-04-09,41.200001,2020-04-02,40.00374,-1.1962625966796878
1107,2020-04-13,41.220001,2020-04-06,40.4597,-0.7602994619140659
1108,2020-04-14,42.779999,2020-04-07,40.8418,-1.938198310302731
1109,2020-04-15,41.52,2020-04-08,41.209957,-0.31004287719726875
1110,2020-04-16,41.5,2020-04-09,41.561573,0.061573028564453125
1111,2020-04-17,42.48,2020-04-10,41.854427,-0.6255726623535125
1112,2020-04-20,42.540001000000004,2020-04-13,42.123245,-0.41675576074219123
1113,2020-04-21,40.549999,2020-04-14,42.33793,1.7879297719726566
1114,2020-04-22,41.759997999999996,2020-04-15,42.500225,0.7402270671386759
1115,2020-04-23,41.619999,2020-04-16,42.584312,0.9643134389648438
1116,2020-04-24,42.52,2020-04-17,42.651657,0.13165710449218437
1117,2020-04-27,43.060001,2020-04-20,42.697376,-0.3626247487792966
1118,2020-04-28,42.490002000000004,2020-04-21,42.778828,0.2888256672363241
1119,2020-04-29,43.34,2020-04-22,42.924656,-0.4153440856933628
1120,2020-04-30,42.380001,2020-04-23,43.09219,0.7121887888183593
1121,2020-05-01,40.919998,2020-04-24,43.254646,2.3346483012695316
1122,2020-05-04,41.349998,2020-04-27,43.315178,1.9651799174804694
1123,2020-05-05,41.459998999999996,2020-04-28,43.26491,1.8049126516113319
1124,2020-05-06,41.150002,2020-04-29,43.18757,2.0375666645507806
1125,2020-05-07,41.369999,2020-04-30,43.08944,1.7194403920898438
1126,2020-05-08,42.990002000000004,2020-05-01,42.985195,-0.00480684008789467
1127,2020-05-11,43.32,2020-05-04,42.908943,-0.41105682373046903
1128,2020-05-12,43.220001,2020-05-05,42.900333,-0.3196675954589878
1129,2020-05-13,41.950001,2020-05-06,43.002888,1.0528867258300778
1130,2020-05-14,43.849998,2020-05-07,43.138676,-0.7113223103027337
1131,2020-05-15,44.27,2020-05-08,43.29354,-0.9764590454101594
1132,2020-05-18,45.060001,2020-05-11,43.42103,-1.6389728627929685
1133,2020-05-19,44.610001000000004,2020-05-12,43.65369,-0.9563106618652384
1134,2020-05-20,45.439999,2020-05-13,43.921936,-1.5180629648437503
1135,2020-05-21,44.639998999999996,2020-05-14,44.213917,-0.42608222143554286
1136,2020-05-22,44.900002,2020-05-15,44.529243,-0.3707585307617194
1137,2020-05-26,44.84,2020-05-19,44.788925,-0.05107482910156591
1138,2020-05-27,45.959998999999996,2020-05-20,45.072178,-0.8878211130371056
1139,2020-05-28,45.599998,2020-05-21,45.298706,-0.30129194531249937
1140,2020-05-29,47.82,2020-05-22,45.534058,-2.2859423828125003
1141,2020-06-01,46.299999,2020-05-25,45.764126,-0.5358731760253903
1142,2020-06-02,46.889998999999996,2020-05-26,46.043415,-0.8465839304199179
1143,2020-06-03,46.939999,2020-05-27,46.28708,-0.6529201425781253
1144,2020-06-04,46.860001000000004,2020-05-28,46.535122,-0.32487908227539464
1145,2020-06-05,47.830002,2020-05-29,46.752483,-1.0775186320800785
1146,2020-06-08,48.130001,2020-06-01,46.970566,-1.1594352041015625
1147,2020-06-09,48.049999,2020-06-02,47.184475,-0.8655240549316403
1148,2020-06-10,47.419998,2020-06-03,47.418583,-0.0014150837402340244
1149,2020-06-11,43.669998,2020-06-04,47.623062,3.953064133789063
1150,2020-06-12,45.07,2020-06-05,47.752083,2.682082824707031
1151,2020-06-15,45.349998,2020-06-08,47.690468,2.340469834472657
1152,2020-06-16,46.48,2020-06-09,47.464336,0.984336395263675
1153,2020-06-17,46.169998,2020-06-10,47.364944,1.1949464580078129
1154,2020-06-18,45.830002,2020-06-11,47.28764,1.4576376179199215
1155,2020-06-19,45.32,2020-06-12,47.171654,1.8516537475585935
1156,2020-06-22,45.16,2020-06-15,47.075256,1.9152563476562534
1157,2020-06-23,45.470001,2020-06-16,46.918507,1.4485056223144497
1158,2020-06-24,44.75,2020-06-17,46.792736,2.042736053466797
1159,2020-06-25,45.220001,2020-06-18,46.648182,1.4281809152831997
1160,2020-06-26,46.310001,2020-06-19,46.47078,0.16077841894531275
1161,2020-06-29,46.150002,2020-06-22,46.308804,0.15880155834960874
1162,2020-06-30,46.639998999999996,2020-06-23,46.244217,-0.3957820810546835
1163,2020-07-01,46.060001,2020-06-24,46.22867,0.16866721289062525
1164,2020-07-02,45.630001,2020-06-25,46.274845,0.6448441232910156
1165,2020-07-06,46.419998,2020-06-29,46.326744,-0.0932539204101559
1166,2020-07-07,45.630001,2020-06-30,46.383156,0.7531548227539062
1167,2020-07-08,45.810001,2020-07-01,46.442627,0.6326259531250003
1168,2020-07-09,46.700001,2020-07-02,46.465366,-0.2346346364746097
1169,2020-07-10,46.66,2020-07-03,46.532322,-0.12767807006835596
1170,2020-07-13,45.93,2020-07-06,46.626297,0.6962969970703128
1171,2020-07-14,46.259997999999996,2020-07-07,46.741356,0.4813578959960978
1172,2020-07-15,46.400002,2020-07-08,46.77114,0.3711390522460931
1173,2020-07-16,45.779999,2020-07-09,46.818592,1.0385930715332066
1174,2020-07-17,46.75,2020-07-10,46.814186,0.06418609619140625
1175,2020-07-20,46.970001,2020-07-13,46.803394,-0.16660668237305032
1176,2020-07-21,47.02,2020-07-14,46.827827,-0.19217254638672188
1177,2020-07-22,46.900002,2020-07-15,46.91041,0.01040983471679624
1178,2020-07-23,47.41,2020-07-16,47.00558,-0.4044190979003872
1179,2020-07-24,46.400002,2020-07-17,47.10291,0.702907088134765
1180,2020-07-27,47.189999,2020-07-20,47.230194,0.04019509179687475
1181,2020-07-28,46.279999,2020-07-21,47.310326,1.0303266225585972
1182,2020-07-29,46.709998999999996,2020-07-22,47.381454,0.6714554677734412
1183,2020-07-30,46.439999,2020-07-23,47.400494,0.9604946218261716
1184,2020-07-31,47.099998,2020-07-24,47.369442,0.269443986083985
1185,2020-08-03,47.16,2020-07-27,47.325577,0.1655767822265659
1186,2020-08-04,47.669998,2020-07-28,47.32349,-0.346507857177734
1187,2020-08-05,47.330002,2020-07-29,47.335262,0.005260298583984024
1188,2020-08-06,47.77,2020-07-30,47.401062,-0.3689379882812531
1189,2020-08-07,47.43,2020-07-31,47.464836,0.034836120605469034
1190,2020-08-10,47.73,2020-08-03,47.533634,-0.19636581420898125
1191,2020-08-11,47.189999,2020-08-04,47.589348,0.3993488393554685
1192,2020-08-12,48.099998,2020-08-05,47.68398,-0.41601896557617124
1193,2020-08-13,42.720001,2020-08-06,47.751358,5.031357032226559
1194,2020-08-14,42.5,2020-08-07,47.567516,5.067516326904297
1195,2020-08-17,42.09,2020-08-10,47.16921,5.079208526611325
1196,2020-08-18,41.98,2020-08-11,46.665638,4.685637969970706
1197,2020-08-19,41.869999,2020-08-12,46.09519,4.225189140869141
1198,2020-08-20,42.310001,2020-08-13,45.51586,3.205860511230469
1199,2020-08-21,42.25,2020-08-14,44.951828,2.7018280029296875
1200,2020-08-24,42.18,2020-08-17,44.44496,2.264961547851563
1201,2020-08-25,41.959998999999996,2020-08-18,44.007595,2.047596062255863
1202,2020-08-26,42.25,2020-08-19,43.653526,1.4035263061523438
1203,2020-08-27,42.290001000000004,2020-08-20,43.341,1.0509986032714806
1204,2020-08-28,42.200001,2020-08-21,43.124947,0.9249455942382809
1205,2020-08-31,42.220001,2020-08-24,42.96727,0.7472688974609341
1206,2020-09-01,42.029999,2020-08-25,42.858086,0.8280866323242222
1207,2020-09-02,42.419998,2020-08-26,42.78276,0.36276262011718785
1208,2020-09-03,40.950001,2020-08-27,42.738174,1.7881734384765622
1209,2020-09-04,40.82,2020-08-28,42.69937,1.8793713378906247
1210,2020-09-08,40.0,2020-09-01,42.63507,2.63507080078125
1211,2020-09-09,40.130001,2020-09-02,42.491425,2.361423560546875
1212,2020-09-10,39.57,2020-09-03,42.312206,2.7422062683105466
1213,2020-09-11,39.880001,2020-09-04,42.115005,2.2350044931640625
1214,2020-09-14,40.369999,2020-09-07,41.902187,1.5321883474121094
1215,2020-09-15,40.599998,2020-09-08,41.719193,1.1191945048828131
1216,2020-09-16,40.419998,2020-09-09,41.581768,1.1617700358886722
1217,2020-09-17,40.369999,2020-09-10,41.494133,1.1241339956054688
1218,2020-09-18,39.810001,2020-09-11,41.38176,1.5717586435546878
1219,2020-09-21,39.040001000000004,2020-09-14,41.29528,2.255279456542965
1220,2020-09-22,39.32,2020-09-15,41.177605,1.8576046752929685
1221,2020-09-23,38.279999,2020-09-16,41.042515,2.762515801025394
1222,2020-09-24,37.849998,2020-09-17,40.907013,3.0570149394531256
1223,2020-09-25,38.450001,2020-09-18,40.70757,2.257568122314453
1224,2020-09-28,39.130001,2020-09-21,40.46876,1.3387604440917968
1225,2020-09-29,39.060001,2020-09-22,40.30072,1.2407192148437503
1226,2020-09-30,39.389998999999996,2020-09-23,40.176033,0.7860340200195353
1227,2020-10-01,38.799999,2020-09-24,40.089634,1.289634941650391
1228,2020-10-02,38.27,2020-09-25,40.03462,1.7646183776855437
1229,2020-10-05,38.57,2020-09-28,39.94377,1.3737713623046872
1230,2020-10-06,38.57,2020-09-29,39.863293,1.2932926940917966
1231,2020-10-07,39.400002,2020-09-30,39.79377,0.3937678364257806
1232,2020-10-08,39.790001000000004,2020-10-01,39.76234,-0.027660454345706853
1233,2020-10-09,39.849998,2020-10-02,39.803543,-0.046454909179686865
1234,2020-10-12,40.360001000000004,2020-10-05,39.908062,-0.45193901879883214
1235,2020-10-13,39.810001,2020-10-06,40.03538,0.22538031713867213
1236,2020-10-14,39.889998999999996,2020-10-07,40.207428,0.317428978515629
1237,2020-10-15,39.970001,2020-10-08,40.356945,0.38694403784179343
1238,2020-10-16,40.16,2020-10-09,40.463734,0.30373367309570654
1239,2020-10-19,39.299999,2020-10-12,40.56118,1.261181114746094
1240,2020-10-20,39.200001,2020-10-13,40.660545,1.4605443491210934
1241,2020-10-21,39.060001,2020-10-14,40.7126,1.6525997080078128
1242,2020-10-22,38.82,2020-10-15,40.725475,1.9054753112792966
1243,2020-10-23,38.82,2020-10-16,40.684875,1.8648754882812497
1244,2020-10-26,37.669998,2020-10-19,40.617306,2.9473077556152347
1245,2020-10-27,36.869999,2020-10-20,40.50431,3.6343116079101563
1246,2020-10-28,35.709998999999996,2020-10-21,40.311104,4.601104820800785
1247,2020-10-29,35.689999,2020-10-22,40.02072,4.330722435546875
1248,2020-10-30,35.900002,2020-10-23,39.64163,3.7416262653808587
1249,2020-11-02,35.900002,2020-10-26,39.227104,3.327102187011718
1250,2020-11-03,36.68,2020-10-27,38.838764,2.1587641906738284
1251,2020-11-04,36.57,2020-10-28,38.493187,1.9231869506835935
1252,2020-11-05,37.23,2020-10-29,38.22829,0.9982905578613313
1253,2020-11-06,37.529999,2020-10-30,38.028458,0.49845864160156594
1254,2020-11-09,38.200001,2020-11-02,37.91192,-0.28808235986328157
1255,2020-11-10,38.720001,2020-11-03,37.97085,-0.7491491018066441
1256,2020-11-11,39.330002,2020-11-04,38.062244,-1.2677575847167972
1257,2020-11-12,38.669998,2020-11-05,38.22117,-0.4488294819335934
1258,2020-11-13,41.400002,2020-11-06,38.415318,-2.98468446459961
