,Unnamed: 0,Date,Close,Adj_Date,Predicted_Close,Future_Values,Dates
0,960,2019-10-01,47.740002,2019-09-24,49.031174,,
1,961,2019-10-02,46.560001,2019-09-25,49.004753,,
2,962,2019-10-03,47.060001,2019-09-26,48.809059999999995,,
3,963,2019-10-04,47.52,2019-09-27,48.465958,,
4,964,2019-10-07,47.77,2019-09-30,48.15299,,
5,965,2019-10-08,46.389999,2019-10-01,47.891346,,
6,966,2019-10-09,46.84,2019-10-02,47.680409999999995,,
7,967,2019-10-10,46.150002,2019-10-03,47.467490000000005,,
8,968,2019-10-11,46.560001,2019-10-04,47.204456,,
9,969,2019-10-14,46.049999,2019-10-07,46.992461999999996,,
10,970,2019-10-15,46.360001,2019-10-08,46.81191,,
11,971,2019-10-16,46.790001,2019-10-09,46.641020000000005,,
12,972,2019-10-17,47.029999,2019-10-10,46.501446,,
13,973,2019-10-18,46.709999,2019-10-11,46.45482,,
14,974,2019-10-21,47.389999,2019-10-14,46.45597,,
15,975,2019-10-22,47.549999,2019-10-15,46.489540000000005,,
16,976,2019-10-23,47.049999,2019-10-16,46.569404999999996,,
17,977,2019-10-24,46.41,2019-10-17,46.665447,,
18,978,2019-10-25,46.900002,2019-10-18,46.744785,,
19,979,2019-10-28,47.169998,2019-10-21,46.754288,,
20,980,2019-10-29,47.240002,2019-10-22,46.778442,,
21,981,2019-10-30,47.560001,2019-10-23,46.791695000000004,,
22,982,2019-10-31,47.509998,2019-10-24,46.8234,,
23,983,2019-11-01,47.029999,2019-10-25,46.885452,,
24,984,2019-11-04,47.48,2019-10-28,46.896233,,
25,985,2019-11-05,47.759998,2019-10-29,46.936209999999996,,
26,986,2019-11-06,48.27,2019-10-30,46.99181,,
27,987,2019-11-07,48.419998,2019-10-31,47.069534000000004,,
28,988,2019-11-08,48.830002,2019-11-01,47.21861,,
29,989,2019-11-11,48.099998,2019-11-04,47.375263000000004,,
30,990,2019-11-12,48.369999,2019-11-05,47.49181,,
31,991,2019-11-13,48.459999,2019-11-06,47.602940000000004,,
32,992,2019-11-14,44.91,2019-11-07,47.69533,,
33,993,2019-11-15,45.09,2019-11-08,47.546271999999995,,
34,994,2019-11-18,45.150002,2019-11-11,47.25302,,
35,995,2019-11-19,45.470001,2019-11-12,46.89627,,
36,996,2019-11-20,45.080002,2019-11-13,46.564026,,
37,997,2019-11-21,44.84,2019-11-14,46.291874,,
38,998,2019-11-22,44.849998,2019-11-15,46.028236,,
39,999,2019-11-25,45.450001,2019-11-18,45.79673,,
40,1000,2019-11-26,45.310001,2019-11-19,45.59023,,
41,1001,2019-11-27,45.240002,2019-11-20,45.45791,,
42,1002,2019-11-29,45.310001,2019-11-22,45.361785999999995,,
43,1003,2019-12-02,44.700001,2019-11-25,45.286804,,
44,1004,2019-12-03,44.279999,2019-11-26,45.232440000000004,,
45,1005,2019-12-04,43.889999,2019-11-27,45.128082,,
46,1006,2019-12-05,43.52,2019-11-28,45.019558,,
47,1007,2019-12-06,43.84,2019-11-29,44.87979,,
48,1008,2019-12-09,43.900002,2019-12-02,44.724315999999995,,
49,1009,2019-12-10,44.099998,2019-12-03,44.573235,,
50,1010,2019-12-11,44.279999,2019-12-04,44.43347,,
51,1011,2019-12-12,45.669998,2019-12-05,44.350807,,
52,1012,2019-12-13,45.299999,2019-12-06,44.318752,,
53,1013,2019-12-16,45.98,2019-12-09,44.42287,,
54,1014,2019-12-17,46.439999,2019-12-10,44.580723,,
55,1015,2019-12-18,46.639999,2019-12-11,44.792744,,
56,1016,2019-12-19,47.880001,2019-12-12,45.041782,,
57,1017,2019-12-20,47.450001,2019-12-13,45.342175,,
58,1018,2019-12-23,48.099998,2019-12-16,45.734215,,
59,1019,2019-12-24,47.779999,2019-12-17,46.085644,,
60,1020,2019-12-26,47.849998,2019-12-19,46.44232,,
61,1021,2019-12-27,47.77,2019-12-20,46.738537,,
62,1022,2019-12-30,47.59,2019-12-23,46.996685,,
63,1023,2019-12-31,47.959999,2019-12-24,47.190265999999994,,
64,1024,2020-01-02,48.419998,2019-12-26,47.314827,,
65,1025,2020-01-03,47.630001,2019-12-27,47.433434000000005,,
66,1026,2020-01-06,47.799999,2019-12-30,47.521167999999996,,
67,1027,2020-01-07,47.490002,2019-12-31,47.52023,,
68,1028,2020-01-08,47.52,2020-01-01,47.521896000000005,,
69,1029,2020-01-09,47.32,2020-01-02,47.456466999999996,,
70,1030,2020-01-10,47.130001,2020-01-03,47.431003999999994,,
71,1031,2020-01-13,47.970001,2020-01-06,47.397068,,
72,1032,2020-01-14,47.790001,2020-01-07,47.34904,,
73,1033,2020-01-15,48.009998,2020-01-08,47.351673,,
74,1034,2020-01-16,49.049999,2020-01-09,47.37433,,
75,1035,2020-01-17,49.02,2020-01-10,47.445538,,
76,1036,2020-01-21,48.799999,2020-01-14,47.613537,,
77,1037,2020-01-22,49.07,2020-01-15,47.78782,,
78,1038,2020-01-23,49.0,2020-01-16,47.982845000000005,,
79,1039,2020-01-24,48.849998,2020-01-17,48.148464000000004,,
80,1040,2020-01-27,47.470001,2020-01-20,48.305244,,
81,1041,2020-01-28,47.77,2020-01-21,48.329205,,
82,1042,2020-01-29,47.049999,2020-01-22,48.25459,,
83,1043,2020-01-30,47.240002,2020-01-23,48.169259999999994,,
84,1044,2020-01-31,45.970001,2020-01-24,47.959377,,
85,1045,2020-02-03,46.529999,2020-01-27,47.744118,,
86,1046,2020-02-04,47.619999,2020-01-28,47.489136,,
87,1047,2020-02-05,48.450001,2020-01-29,47.303825,,
88,1048,2020-02-06,48.689999,2020-01-30,47.257668,,
89,1049,2020-02-07,47.970001,2020-01-31,47.316629999999996,,
90,1050,2020-02-10,48.869999,2020-02-03,47.422626,,
91,1051,2020-02-11,49.130001,2020-02-04,47.498670000000004,,
92,1052,2020-02-12,49.93,2020-02-05,47.674793,,
93,1053,2020-02-13,47.32,2020-02-06,47.887386,,
94,1054,2020-02-14,46.970001,2020-02-07,47.912459999999996,,
95,1055,2020-02-18,46.59,2020-02-11,47.848403999999995,,
96,1056,2020-02-19,46.290001,2020-02-12,47.708843,,
97,1057,2020-02-20,46.849998,2020-02-13,47.528175,,
98,1058,2020-02-21,46.299999,2020-02-14,47.28908,,
99,1059,2020-02-24,44.0,2020-02-17,47.092495,,
100,1060,2020-02-25,42.740002,2020-02-18,46.788986,,
101,1061,2020-02-26,42.16,2020-02-19,46.386734000000004,,
102,1062,2020-02-27,40.040001,2020-02-20,45.882477,,
103,1063,2020-02-28,39.93,2020-02-21,45.237823,,
104,1064,2020-03-02,41.169998,2020-02-24,44.355583,,
105,1065,2020-03-03,40.040001,2020-02-25,43.55208,,
106,1066,2020-03-04,41.389999,2020-02-26,42.933516999999995,,
107,1067,2020-03-05,39.57,2020-02-27,42.423515,,
108,1068,2020-03-06,39.68,2020-02-28,41.981876,,
109,1069,2020-03-09,37.959999,2020-03-02,41.439659999999996,,
