,Unnamed: 0,Date,Close,Adj_Date,Predicted_Close,Future_Values,Dates
0,960,2019-10-01,111.220001,2019-09-24,113.3847,,
1,961,2019-10-02,110.389999,2019-09-25,113.23234599999999,,
2,962,2019-10-03,112.910004,2019-09-26,113.076416,,
3,963,2019-10-04,114.07,2019-09-27,112.80941999999999,,
4,964,2019-10-07,114.25,2019-09-30,112.79193000000001,,
5,965,2019-10-08,109.580002,2019-10-01,113.04484599999999,,
6,966,2019-10-09,110.870003,2019-10-02,113.295105,,
7,967,2019-10-10,112.650002,2019-10-03,113.267204,,
8,968,2019-10-11,112.720001,2019-10-04,113.17925,,
9,969,2019-10-14,112.879997,2019-10-07,113.382,,
10,970,2019-10-15,116.290001,2019-10-08,113.64948000000001,,
11,971,2019-10-16,113.739998,2019-10-09,113.96603999999999,,
12,972,2019-10-17,114.900002,2019-10-10,114.505356,,
13,973,2019-10-18,113.82,2019-10-11,115.099594,,
14,974,2019-10-21,116.559998,2019-10-14,115.53365,,
15,975,2019-10-22,108.379997,2019-10-15,115.80848999999999,,
16,976,2019-10-23,112.43,2019-10-16,116.45018,,
17,977,2019-10-24,120.230003,2019-10-17,116.22268000000001,,
18,978,2019-10-25,120.900002,2019-10-18,116.203896,,
19,979,2019-10-28,121.339996,2019-10-21,116.71233000000001,,
20,980,2019-10-29,121.0,2019-10-22,117.5571,,
21,981,2019-10-30,122.639999,2019-10-23,118.39331000000001,,
22,982,2019-10-31,122.059998,2019-10-24,119.15455,,
23,983,2019-11-01,119.620003,2019-10-25,120.05349,,
24,984,2019-11-04,121.93,2019-10-28,120.95578,,
25,985,2019-11-05,122.150002,2019-10-29,121.58813,,
26,986,2019-11-06,120.970001,2019-10-30,122.24486999999999,,
27,987,2019-11-07,123.629997,2019-10-31,122.822754,,
28,988,2019-11-08,120.43,2019-11-01,123.12281999999999,,
29,989,2019-11-11,120.93,2019-11-04,123.473526,,
30,990,2019-11-12,119.68,2019-11-05,123.42556,,
31,991,2019-11-13,122.440002,2019-11-06,123.39278,,
32,992,2019-11-14,121.489998,2019-11-07,123.21123999999999,,
33,993,2019-11-15,121.470001,2019-11-08,123.23046000000001,,
34,994,2019-11-18,122.089996,2019-11-11,123.35297,,
35,995,2019-11-19,121.970001,2019-11-12,123.45374,,
36,996,2019-11-20,118.690002,2019-11-13,123.56069,,
37,997,2019-11-21,118.260002,2019-11-14,123.61891000000001,,
38,998,2019-11-22,119.139999,2019-11-15,123.33886000000001,,
39,999,2019-11-25,122.720001,2019-11-18,122.958496,,
40,1000,2019-11-26,124.400002,2019-11-19,122.74432,,
41,1001,2019-11-27,124.260002,2019-11-20,122.81993,,
42,1002,2019-11-29,121.080002,2019-11-22,123.10066,,
43,1003,2019-12-02,122.25,2019-11-25,123.38762,,
44,1004,2019-12-03,120.010002,2019-11-26,123.50991,,
45,1005,2019-12-04,119.849998,2019-11-27,123.52316,,
46,1006,2019-12-05,122.029999,2019-11-28,123.46918000000001,,
47,1007,2019-12-06,120.790001,2019-11-29,123.34472,,
48,1008,2019-12-09,120.940002,2019-12-02,123.26694499999999,,
49,1009,2019-12-10,120.419998,2019-12-03,123.22133999999998,,
50,1010,2019-12-11,121.730003,2019-12-04,123.231255,,
51,1011,2019-12-12,122.330002,2019-12-05,123.13371000000001,,
52,1012,2019-12-13,123.199997,2019-12-06,123.1717,,
53,1013,2019-12-16,122.760002,2019-12-09,123.26088,,
54,1014,2019-12-17,125.059998,2019-12-10,123.60871999999999,,
55,1015,2019-12-18,127.519997,2019-12-11,123.95427,,
56,1016,2019-12-19,122.980003,2019-12-12,124.412224,,
57,1017,2019-12-20,123.739998,2019-12-13,125.13383999999999,,
58,1018,2019-12-23,124.959999,2019-12-16,125.523,,
59,1019,2019-12-24,124.699997,2019-12-17,125.87178,,
60,1020,2019-12-26,125.0,2019-12-19,126.10582,,
61,1021,2019-12-27,124.0,2019-12-20,126.32993,,
62,1022,2019-12-30,123.0,2019-12-23,126.56993999999999,,
63,1023,2019-12-31,121.25,2019-12-24,126.63911,,
64,1024,2020-01-02,127.25,2019-12-26,126.48085,,
65,1025,2020-01-03,126.160004,2019-12-27,126.40229,,
66,1026,2020-01-06,128.080002,2019-12-30,126.48031599999999,,
67,1027,2020-01-07,129.100006,2019-12-31,126.61162,,
68,1028,2020-01-08,130.809998,2020-01-01,127.15363,,
69,1029,2020-01-09,133.639999,2020-01-02,127.82285,,
70,1030,2020-01-10,131.119995,2020-01-03,128.95781000000002,,
71,1031,2020-01-13,134.71000700000002,2020-01-06,130.20723999999998,,
72,1032,2020-01-14,136.839996,2020-01-07,131.30621000000002,,
73,1033,2020-01-15,138.479996,2020-01-08,132.41042,,
74,1034,2020-01-16,140.75,2020-01-09,133.71945,,
75,1035,2020-01-17,135.75,2020-01-10,135.24059,,
76,1036,2020-01-21,132.179993,2020-01-14,136.82498,,
77,1037,2020-01-22,133.160004,2020-01-15,137.2648,,
78,1038,2020-01-23,129.009995,2020-01-16,137.49818,,
79,1039,2020-01-24,124.610001,2020-01-17,137.00983,,
80,1040,2020-01-27,121.949997,2020-01-20,136.31682,,
81,1041,2020-01-28,129.080002,2020-01-21,133.90347,,
82,1042,2020-01-29,129.190002,2020-01-22,131.92514,,
83,1043,2020-01-30,123.43,2020-01-23,131.07054,,
84,1044,2020-01-31,121.550003,2020-01-24,130.14622,,
85,1045,2020-02-03,127.690002,2020-01-27,129.15323,,
86,1046,2020-02-04,132.990005,2020-01-28,128.19951,,
87,1047,2020-02-05,131.559998,2020-01-29,128.25847,,
88,1048,2020-02-06,133.96000700000002,2020-01-30,129.08191000000002,,
89,1049,2020-02-07,134.419998,2020-01-31,130.06136999999998,,
90,1050,2020-02-10,135.190002,2020-02-03,131.04641999999998,,
91,1051,2020-02-11,138.089996,2020-02-04,131.96614,,
92,1052,2020-02-12,138.479996,2020-02-05,133.07891999999998,,
93,1053,2020-02-13,138.850006,2020-02-06,134.42397,,
94,1054,2020-02-14,141.529999,2020-02-07,135.6588,,
95,1055,2020-02-18,138.970001,2020-02-11,136.9784,,
96,1056,2020-02-19,141.759995,2020-02-12,138.41249,,
97,1057,2020-02-20,137.660004,2020-02-13,139.55954,,
98,1058,2020-02-21,137.809998,2020-02-14,140.69455,,
99,1059,2020-02-24,134.779999,2020-02-17,141.17131,,
100,1060,2020-02-25,134.470001,2020-02-18,140.91228,,
101,1061,2020-02-26,133.75,2020-02-19,140.63165,,
102,1062,2020-02-27,132.630005,2020-02-20,140.23775,,
103,1063,2020-02-28,127.889999,2020-02-21,139.52792,,
104,1064,2020-03-02,134.470001,2020-02-24,138.35463000000001,,
105,1065,2020-03-03,134.199997,2020-02-25,137.1813,,
106,1066,2020-03-04,134.589996,2020-02-26,136.6553,,
107,1067,2020-03-05,134.21000700000002,2020-02-27,136.4906,,
108,1068,2020-03-06,128.830002,2020-02-28,136.32237,,
109,1069,2020-03-09,127.120003,2020-03-02,135.9892,,
110,1070,2020-03-10,128.309998,2020-03-03,134.44691,,
111,1071,2020-03-11,126.690002,2020-03-04,133.70189,,
112,1072,2020-03-12,116.860001,2020-03-05,132.68513000000002,,
113,1073,2020-03-13,122.080002,2020-03-06,130.84624,,
114,1074,2020-03-16,114.650002,2020-03-09,129.21487,,
115,1075,2020-03-17,117.199997,2020-03-10,126.78383000000001,,
116,1076,2020-03-18,111.07,2020-03-11,124.60367600000001,,
117,1077,2020-03-19,110.419998,2020-03-12,122.21071,,
118,1078,2020-03-20,108.720001,2020-03-13,119.83948999999998,,
119,1079,2020-03-23,103.849998,2020-03-16,118.04933999999999,,
120,1080,2020-03-24,117.699997,2020-03-17,116.25488,,
121,1081,2020-03-25,124.440002,2020-03-18,114.58478500000001,,
122,1082,2020-03-26,125.199997,2020-03-19,114.28899399999999,,
123,1083,2020-03-27,112.699997,2020-03-20,115.06468000000001,,
124,1084,2020-03-30,109.0,2020-03-23,115.75837,,
125,1085,2020-03-31,108.239998,2020-03-24,115.81308999999999,,
126,1086,2020-04-01,104.739998,2020-03-25,115.35167,,
127,1087,2020-04-02,107.910004,2020-03-26,114.42676999999999,,
128,1088,2020-04-03,106.510002,2020-03-27,113.18690500000001,,
129,1089,2020-04-06,111.0,2020-03-30,112.13731000000001,,
130,1090,2020-04-07,115.309998,2020-03-31,111.57895,,
131,1091,2020-04-08,112.540001,2020-04-01,111.72372,,
132,1092,2020-04-09,115.739998,2020-04-02,111.82671,,
133,1093,2020-04-13,117.089996,2020-04-06,112.139885,,
134,1094,2020-04-14,118.309998,2020-04-07,112.78578999999999,,
135,1095,2020-04-15,115.150002,2020-04-08,113.96345,,
136,1096,2020-04-16,110.540001,2020-04-09,114.857956,,
137,1097,2020-04-17,112.480003,2020-04-10,115.55096999999999,,
138,1098,2020-04-20,109.370003,2020-04-13,115.71681000000001,,
139,1099,2020-04-21,113.129997,2020-04-14,115.55621000000001,,
140,1100,2020-04-22,113.779999,2020-04-15,115.07773999999999,,
141,1101,2020-04-23,110.690002,2020-04-16,115.33545,,
142,1102,2020-04-24,110.150002,2020-04-17,115.49288,,
143,1103,2020-04-27,120.040001,2020-04-20,115.404205,,
144,1104,2020-04-28,120.290001,2020-04-21,115.27914399999999,,
145,1105,2020-04-29,127.169998,2020-04-22,116.14974,,
146,1106,2020-04-30,127.660004,2020-04-23,117.27201000000001,,
147,1107,2020-05-01,120.110001,2020-04-24,118.87438999999999,,
148,1108,2020-05-04,118.349998,2020-04-27,120.248795,,
149,1109,2020-05-05,123.25,2020-04-28,121.00484499999999,,
150,1110,2020-05-06,123.050003,2020-04-29,121.68851000000001,,
151,1111,2020-05-07,123.720001,2020-04-30,122.47208400000001,,
152,1112,2020-05-08,127.650002,2020-05-01,123.27367,,
153,1113,2020-05-11,125.300003,2020-05-04,124.09366599999998,,
154,1114,2020-05-12,125.160004,2020-05-05,125.0478,,
155,1115,2020-05-13,120.660004,2020-05-06,125.81958999999999,,
156,1116,2020-05-14,119.919998,2020-05-07,126.43636000000001,,
157,1117,2020-05-15,117.580002,2020-05-08,126.09506,,
158,1118,2020-05-18,122.690002,2020-05-11,125.57133999999999,,
