,Future_Values,Dates
0,44.947898864746094,2020-12-07
1,45.348716735839844,2020-12-08
2,45.049644470214844,2020-12-09
3,45.79638671875,2020-12-10
4,46.562408447265625,2020-12-11
5,45.59352111816406,2020-12-14
6,46.197044372558594,2020-12-15
7,47.039207458496094,2020-12-16
8,47.27069854736328,2020-12-17
9,46.1883544921875,2020-12-18
