,Date,Close,Adj_Date,Predicted_Close
1011,2019-12-12,122.33000200000001,2019-12-05,123.13371
1012,2019-12-13,123.199997,2019-12-06,123.1717
1013,2019-12-16,122.760002,2019-12-09,123.26088
1014,2019-12-17,125.059998,2019-12-10,123.60872
1015,2019-12-18,127.519997,2019-12-11,123.95427
1016,2019-12-19,122.980003,2019-12-12,124.412224
1017,2019-12-20,123.739998,2019-12-13,125.13384
1018,2019-12-23,124.959999,2019-12-16,125.523
1019,2019-12-24,124.699997,2019-12-17,125.87178
1020,2019-12-26,125.0,2019-12-19,126.10582
1021,2019-12-27,124.0,2019-12-20,126.32993
1022,2019-12-30,123.0,2019-12-23,126.56994
1023,2019-12-31,121.25,2019-12-24,126.63911
1024,2020-01-02,127.25,2019-12-26,126.48085
1025,2020-01-03,126.160004,2019-12-27,126.40229
1026,2020-01-06,128.080002,2019-12-30,126.480316
1027,2020-01-07,129.100006,2019-12-31,126.61162
1028,2020-01-08,130.809998,2020-01-01,127.15363
1029,2020-01-09,133.639999,2020-01-02,127.82285
1030,2020-01-10,131.119995,2020-01-03,128.95781
1031,2020-01-13,134.71000700000002,2020-01-06,130.20724
1032,2020-01-14,136.83999599999999,2020-01-07,131.30621
1033,2020-01-15,138.479996,2020-01-08,132.41042
1034,2020-01-16,140.75,2020-01-09,133.71945
1035,2020-01-17,135.75,2020-01-10,135.24059
1036,2020-01-21,132.179993,2020-01-14,136.82498
1037,2020-01-22,133.16000400000001,2020-01-15,137.2648
1038,2020-01-23,129.009995,2020-01-16,137.49818
1039,2020-01-24,124.610001,2020-01-17,137.00983
1040,2020-01-27,121.949997,2020-01-20,136.31682
1041,2020-01-28,129.080002,2020-01-21,133.90347
1042,2020-01-29,129.190002,2020-01-22,131.92514
1043,2020-01-30,123.43,2020-01-23,131.07054
1044,2020-01-31,121.550003,2020-01-24,130.14622
1045,2020-02-03,127.690002,2020-01-27,129.15323
1046,2020-02-04,132.990005,2020-01-28,128.19951
1047,2020-02-05,131.559998,2020-01-29,128.25847
1048,2020-02-06,133.96000700000002,2020-01-30,129.08191
1049,2020-02-07,134.419998,2020-01-31,130.06137
1050,2020-02-10,135.190002,2020-02-03,131.04642
1051,2020-02-11,138.08999599999999,2020-02-04,131.96614
1052,2020-02-12,138.479996,2020-02-05,133.07892
1053,2020-02-13,138.850006,2020-02-06,134.42397
1054,2020-02-14,141.529999,2020-02-07,135.6588
1055,2020-02-18,138.970001,2020-02-11,136.9784
1056,2020-02-19,141.759995,2020-02-12,138.41249
1057,2020-02-20,137.66000400000001,2020-02-13,139.55954
1058,2020-02-21,137.809998,2020-02-14,140.69455
1059,2020-02-24,134.779999,2020-02-17,141.17131
1060,2020-02-25,134.470001,2020-02-18,140.91228
1061,2020-02-26,133.75,2020-02-19,140.63165
1062,2020-02-27,132.630005,2020-02-20,140.23775
1063,2020-02-28,127.889999,2020-02-21,139.52792
1064,2020-03-02,134.470001,2020-02-24,138.35463
1065,2020-03-03,134.199997,2020-02-25,137.1813
1066,2020-03-04,134.58999599999999,2020-02-26,136.6553
1067,2020-03-05,134.21000700000002,2020-02-27,136.4906
1068,2020-03-06,128.830002,2020-02-28,136.32237
1069,2020-03-09,127.120003,2020-03-02,135.9892
1070,2020-03-10,128.309998,2020-03-03,134.44691
1071,2020-03-11,126.690002,2020-03-04,133.70189
1072,2020-03-12,116.860001,2020-03-05,132.68513
1073,2020-03-13,122.08000200000001,2020-03-06,130.84624
1074,2020-03-16,114.650002,2020-03-09,129.21487
1075,2020-03-17,117.199997,2020-03-10,126.78383
1076,2020-03-18,111.07,2020-03-11,124.603676
1077,2020-03-19,110.41999799999999,2020-03-12,122.21071
1078,2020-03-20,108.720001,2020-03-13,119.83949
1079,2020-03-23,103.849998,2020-03-16,118.04934
1080,2020-03-24,117.699997,2020-03-17,116.25488
1081,2020-03-25,124.440002,2020-03-18,114.584785
1082,2020-03-26,125.199997,2020-03-19,114.288994
1083,2020-03-27,112.699997,2020-03-20,115.06468
1084,2020-03-30,109.0,2020-03-23,115.75837
1085,2020-03-31,108.239998,2020-03-24,115.81309
1086,2020-04-01,104.739998,2020-03-25,115.35167
1087,2020-04-02,107.910004,2020-03-26,114.42677
1088,2020-04-03,106.510002,2020-03-27,113.186905
1089,2020-04-06,111.0,2020-03-30,112.13731
1090,2020-04-07,115.309998,2020-03-31,111.57895
1091,2020-04-08,112.540001,2020-04-01,111.72372
1092,2020-04-09,115.739998,2020-04-02,111.82671
1093,2020-04-13,117.089996,2020-04-06,112.139885
1094,2020-04-14,118.309998,2020-04-07,112.78579
1095,2020-04-15,115.150002,2020-04-08,113.96345
1096,2020-04-16,110.540001,2020-04-09,114.857956
1097,2020-04-17,112.480003,2020-04-10,115.55097
1098,2020-04-20,109.370003,2020-04-13,115.71681
1099,2020-04-21,113.129997,2020-04-14,115.55621
1100,2020-04-22,113.779999,2020-04-15,115.07774
1101,2020-04-23,110.690002,2020-04-16,115.33545
1102,2020-04-24,110.150002,2020-04-17,115.49288
1103,2020-04-27,120.040001,2020-04-20,115.404205
1104,2020-04-28,120.290001,2020-04-21,115.279144
1105,2020-04-29,127.16999799999999,2020-04-22,116.14974
1106,2020-04-30,127.660004,2020-04-23,117.27201
1107,2020-05-01,120.110001,2020-04-24,118.87439
1108,2020-05-04,118.349998,2020-04-27,120.248795
1109,2020-05-05,123.25,2020-04-28,121.004845
1110,2020-05-06,123.050003,2020-04-29,121.68851
1111,2020-05-07,123.720001,2020-04-30,122.472084
1112,2020-05-08,127.650002,2020-05-01,123.27367
1113,2020-05-11,125.300003,2020-05-04,124.093666
1114,2020-05-12,125.160004,2020-05-05,125.0478
1115,2020-05-13,120.660004,2020-05-06,125.81959
1116,2020-05-14,119.91999799999999,2020-05-07,126.43636
1117,2020-05-15,117.58000200000001,2020-05-08,126.09506
1118,2020-05-18,122.690002,2020-05-11,125.57134
1119,2020-05-19,126.480003,2020-05-12,125.122665
1120,2020-05-20,120.559998,2020-05-13,125.07746
1121,2020-05-21,117.349998,2020-05-14,125.45519
1122,2020-05-22,113.440002,2020-05-15,125.1017
1123,2020-05-26,117.0,2020-05-19,123.95796
1124,2020-05-27,115.370003,2020-05-20,122.94951
1125,2020-05-28,115.089996,2020-05-21,122.20469
1126,2020-05-29,119.959999,2020-05-22,121.31244
1127,2020-06-01,122.0,2020-05-25,120.41468
1128,2020-06-02,127.480003,2020-05-26,120.05289
1129,2020-06-03,128.929993,2020-05-27,120.37195
1130,2020-06-04,128.449997,2020-05-28,121.43804
1131,2020-06-05,130.580002,2020-05-29,122.72232
1132,2020-06-08,132.5,2020-06-01,124.41228
1133,2020-06-09,128.759995,2020-06-02,126.413605
1134,2020-06-10,131.83999599999999,2020-06-03,127.99802
1135,2020-06-11,127.779999,2020-06-04,129.16399
1136,2020-06-12,128.380005,2020-06-05,129.93427
1137,2020-06-15,126.959999,2020-06-08,130.39854
1138,2020-06-16,123.860001,2020-06-09,130.44272
1139,2020-06-17,130.929993,2020-06-10,130.83884
1140,2020-06-18,129.889999,2020-06-11,130.66423
1141,2020-06-19,136.899994,2020-06-12,130.85588
1142,2020-06-22,133.389999,2020-06-15,131.28647
1143,2020-06-23,134.880005,2020-06-16,132.19684
1144,2020-06-24,132.110001,2020-06-17,133.14926
1145,2020-06-25,132.979996,2020-06-18,133.86734
1146,2020-06-26,133.5,2020-06-19,134.22108
1147,2020-06-29,131.179993,2020-06-22,134.55653
1148,2020-06-30,130.229996,2020-06-23,134.86693
1149,2020-07-01,130.949997,2020-06-24,134.97627
1150,2020-07-02,135.570007,2020-06-25,134.80623
1151,2020-07-06,143.83999599999999,2020-06-29,134.81406
1152,2020-07-07,137.639999,2020-06-30,135.67558
1153,2020-07-08,141.580002,2020-07-01,136.8455
1154,2020-07-09,148.139999,2020-07-02,137.84785
1155,2020-07-10,148.389999,2020-07-03,139.44513
1156,2020-07-13,144.300003,2020-07-06,141.40974
1157,2020-07-14,141.03999299999998,2020-07-07,143.93289
1158,2020-07-15,144.440002,2020-07-08,145.23778
1159,2020-07-16,144.759995,2020-07-09,145.93976
1160,2020-07-17,142.529999,2020-07-10,146.25768
1161,2020-07-20,146.630005,2020-07-13,146.68129
1162,2020-07-21,146.899994,2020-07-14,147.00603
1163,2020-07-22,144.580002,2020-07-15,147.75748
1164,2020-07-23,137.970001,2020-07-16,148.21329
1165,2020-07-24,138.050003,2020-07-17,148.55919
1166,2020-07-27,139.75,2020-07-20,147.62503
1167,2020-07-28,135.490005,2020-07-21,146.52843
1168,2020-07-29,135.240005,2020-07-22,145.22707
1169,2020-07-30,138.190002,2020-07-23,143.8175
1170,2020-07-31,140.199997,2020-07-24,142.45378
1171,2020-08-03,143.130005,2020-07-27,141.73416
1172,2020-08-04,144.940002,2020-07-28,141.50658
1173,2020-08-05,148.080002,2020-07-29,141.93918
1174,2020-08-06,147.600006,2020-07-30,142.8186
1175,2020-08-07,140.869995,2020-07-31,144.17633
1176,2020-08-10,139.419998,2020-08-03,145.38005
1177,2020-08-11,140.0,2020-08-04,145.81744
1178,2020-08-12,141.350006,2020-08-05,145.80244
1179,2020-08-13,141.21000700000002,2020-08-06,145.71327
1180,2020-08-14,135.630005,2020-08-07,145.5842
1181,2020-08-17,140.91000400000001,2020-08-10,145.29897
1182,2020-08-18,142.5,2020-08-11,144.81203
1183,2020-08-19,137.830002,2020-08-12,144.52829
1184,2020-08-20,136.259995,2020-08-13,144.53412
1185,2020-08-21,138.529999,2020-08-14,144.04074
1186,2020-08-24,136.550003,2020-08-17,143.4447
1187,2020-08-25,138.070007,2020-08-18,143.10129
1188,2020-08-26,137.880005,2020-08-19,142.48296
1189,2020-08-27,146.119995,2020-08-20,142.04147
1190,2020-08-28,149.149994,2020-08-21,141.8824
1191,2020-08-31,146.630005,2020-08-24,142.48969
1192,2020-09-01,151.0,2020-08-25,143.59862
1193,2020-09-02,153.529999,2020-08-26,144.89127
1194,2020-09-03,150.33999599999999,2020-08-27,146.75044
1195,2020-09-04,149.28999299999998,2020-08-28,148.54079
1196,2020-09-08,147.720001,2020-09-01,149.88847
1197,2020-09-09,148.979996,2020-09-02,150.69553
1198,2020-09-10,144.639999,2020-09-03,151.29109
1199,2020-09-11,147.300003,2020-09-04,151.88014
1200,2020-09-14,151.720001,2020-09-07,152.04066
1201,2020-09-15,155.350006,2020-09-08,152.25609
1202,2020-09-16,154.399994,2020-09-09,152.99805
1203,2020-09-17,154.440002,2020-09-10,154.1893
1204,2020-09-18,154.03999299999998,2020-09-11,154.86185
1205,2020-09-21,154.070007,2020-09-14,155.69951
1206,2020-09-22,152.880005,2020-09-15,156.0394
1207,2020-09-23,151.309998,2020-09-16,156.42471
1208,2020-09-24,150.100006,2020-09-17,156.67642
1209,2020-09-25,149.229996,2020-09-18,156.5204
1210,2020-09-28,149.66000400000001,2020-09-21,155.9752
1211,2020-09-29,147.229996,2020-09-22,155.75044
1212,2020-09-30,149.5,2020-09-23,155.38274
1213,2020-10-01,154.559998,2020-09-24,154.67917
1214,2020-10-02,154.149994,2020-09-25,154.47542
1215,2020-10-05,151.779999,2020-09-28,154.48625
1216,2020-10-06,163.809998,2020-09-29,154.85976
1217,2020-10-07,165.46000700000002,2020-09-30,155.33473
1218,2020-10-08,167.71000700000002,2020-10-01,157.08554
1219,2020-10-09,170.08999599999999,2020-10-02,159.45317
1220,2020-10-12,170.929993,2020-10-05,162.02728
1221,2020-10-13,162.100006,2020-10-06,164.85458
1222,2020-10-14,165.479996,2020-10-07,167.62347
1223,2020-10-15,164.979996,2020-10-08,169.34164
1224,2020-10-16,164.899994,2020-10-09,170.3658
1225,2020-10-19,164.949997,2020-10-12,171.17395
1226,2020-10-20,174.830002,2020-10-13,171.63895
1227,2020-10-21,175.979996,2020-10-14,172.03853
1228,2020-10-22,171.880005,2020-10-15,172.80824
1229,2020-10-23,170.529999,2020-10-16,174.06708
1230,2020-10-26,170.440002,2020-10-19,175.09456
1231,2020-10-27,168.809998,2020-10-20,175.61795
1232,2020-10-28,165.899994,2020-10-21,176.062
1233,2020-10-29,165.550003,2020-10-22,175.84784
1234,2020-10-30,160.380005,2020-10-23,175.563
1235,2020-11-02,161.360001,2020-10-26,174.665
1236,2020-11-03,160.78999299999998,2020-10-27,173.67416
1237,2020-11-04,170.600006,2020-10-28,171.798
1238,2020-11-05,180.169998,2020-10-29,170.44418
1239,2020-11-06,178.990005,2020-10-30,170.84792
1240,2020-11-09,175.279999,2020-11-02,172.78622
1241,2020-11-10,173.970001,2020-11-03,175.39836
1242,2020-11-11,174.259995,2020-11-04,177.0798
1243,2020-11-12,170.179993,2020-11-05,178.3282
1244,2020-11-13,173.380005,2020-11-06,179.3635
1245,2020-11-16,177.91000400000001,2020-11-09,179.90367
1246,2020-11-17,179.21000700000002,2020-11-10,180.52538
1247,2020-11-18,176.600006,2020-11-11,181.40453
1248,2020-11-19,180.669998,2020-11-12,182.33948
1249,2020-11-20,179.050003,2020-11-13,182.87296
1250,2020-11-23,175.350006,2020-11-16,183.74576
1251,2020-11-24,173.190002,2020-11-17,184.75883
1252,2020-11-25,168.800003,2020-11-18,185.1574
1253,2020-11-27,168.53999299999998,2020-11-20,184.65646
1254,2020-11-30,164.850006,2020-11-23,183.2266
1255,2020-12-01,161.770004,2020-11-24,181.41756
1256,2020-12-02,157.96000700000002,2020-11-25,179.1022
1257,2020-12-03,162.08999599999999,2020-11-26,176.28908
1258,2020-12-04,161.880005,2020-11-27,173.20592
