,Date,Open
0,2015-11-16,28.66
1,2015-11-17,28.530001000000002
2,2015-11-18,28.379998999999998
3,2015-11-19,28.77
4,2015-11-20,30.530001000000002
5,2015-11-23,30.18
6,2015-11-24,29.879998999999998
7,2015-11-25,30.07
8,2015-11-27,30.16
9,2015-11-30,29.91
10,2015-12-01,29.02
11,2015-12-02,30.719998999999998
12,2015-12-03,31.139999
13,2015-12-04,31.25
14,2015-12-07,31.280001000000002
15,2015-12-08,31.77
16,2015-12-09,32.27
17,2015-12-10,32.09
18,2015-12-11,31.889999
19,2015-12-14,31.77
20,2015-12-15,32.32
21,2015-12-16,33.0
22,2015-12-17,33.119999
23,2015-12-18,32.529999
24,2015-12-21,33.09
25,2015-12-22,32.939999
26,2015-12-23,32.66
27,2015-12-24,32.560001
28,2015-12-28,32.57
29,2015-12-29,32.84
30,2015-12-30,32.25
31,2015-12-31,31.58
32,2016-01-04,30.790001
33,2016-01-05,29.75
34,2016-01-06,28.860001
35,2016-01-07,28.639999
36,2016-01-08,27.719998999999998
37,2016-01-11,27.68
38,2016-01-12,28.15
39,2016-01-13,28.65
40,2016-01-14,28.26
41,2016-01-15,28.07
42,2016-01-19,30.0
43,2016-01-20,28.610001
44,2016-01-21,28.809998999999998
45,2016-01-22,29.18
46,2016-01-25,29.67
47,2016-01-26,29.43
48,2016-01-27,29.82
49,2016-01-28,30.58
50,2016-01-29,30.5
51,2016-02-01,31.4
52,2016-02-02,31.92
53,2016-02-03,32.380001
54,2016-02-04,32.75
55,2016-02-05,31.41
56,2016-02-08,29.92
57,2016-02-09,29.049999
58,2016-02-10,28.98
59,2016-02-11,28.870001000000002
60,2016-02-12,29.190001000000002
61,2016-02-16,30.299999
62,2016-02-17,31.35
63,2016-02-18,31.129998999999998
64,2016-02-19,30.860001
65,2016-02-22,31.809998999999998
66,2016-02-23,31.51
67,2016-02-24,31.35
68,2016-02-25,31.83
69,2016-02-26,31.92
70,2016-02-29,31.15
71,2016-03-01,31.389999
72,2016-03-02,32.259997999999996
73,2016-03-03,31.65
74,2016-03-04,31.85
75,2016-03-07,31.030001000000002
76,2016-03-08,30.360001
77,2016-03-09,31.790001
78,2016-03-10,32.150002
79,2016-03-11,32.759997999999996
80,2016-03-14,33.0
81,2016-03-15,33.959998999999996
82,2016-03-16,33.52
83,2016-03-17,33.389998999999996
84,2016-03-18,35.41
85,2016-03-21,35.91
86,2016-03-22,34.150002
87,2016-03-23,34.349998
88,2016-03-24,34.139998999999996
89,2016-03-28,34.849998
90,2016-03-29,34.110001000000004
91,2016-03-30,34.959998999999996
92,2016-03-31,35.599998
93,2016-04-01,34.459998999999996
94,2016-04-04,34.919998
95,2016-04-05,34.580002
96,2016-04-06,33.619999
97,2016-04-07,34.610001000000004
98,2016-04-08,35.139998999999996
99,2016-04-11,36.310001
100,2016-04-12,36.360001000000004
101,2016-04-13,34.830002
102,2016-04-14,35.580002
103,2016-04-15,35.150002
104,2016-04-18,35.540001000000004
105,2016-04-19,37.349998
106,2016-04-20,39.5
107,2016-04-21,39.299999
108,2016-04-22,40.349998
109,2016-04-25,39.82
110,2016-04-26,40.0
111,2016-04-27,40.0
112,2016-04-28,39.349998
113,2016-04-29,39.07
114,2016-05-02,39.650002
115,2016-05-03,39.040001000000004
116,2016-05-04,38.970001
117,2016-05-05,39.490002000000004
118,2016-05-06,39.189999
119,2016-05-09,39.799999
120,2016-05-10,39.57
121,2016-05-11,40.380001
122,2016-05-12,39.400002
123,2016-05-13,39.970001
124,2016-05-16,40.0
125,2016-05-17,41.41
126,2016-05-18,39.700001
127,2016-05-19,39.459998999999996
128,2016-05-20,40.799999
129,2016-05-23,40.91
130,2016-05-24,41.91
131,2016-05-25,42.75
132,2016-05-26,41.380001
133,2016-05-27,41.700001
134,2016-05-31,43.5
135,2016-06-01,42.189999
136,2016-06-02,42.02
137,2016-06-03,43.119999
138,2016-06-06,43.16
139,2016-06-07,42.970001
140,2016-06-08,42.799999
141,2016-06-09,39.18
142,2016-06-10,38.369999
143,2016-06-13,38.66
144,2016-06-14,38.560001
145,2016-06-15,39.0
146,2016-06-16,39.080002
147,2016-06-17,39.66
148,2016-06-20,40.419998
149,2016-06-21,40.389998999999996
150,2016-06-22,40.490002000000004
151,2016-06-23,41.240002000000004
152,2016-06-24,38.880001
153,2016-06-27,41.0
154,2016-06-28,41.369999
155,2016-06-29,41.57
156,2016-06-30,41.93
157,2016-07-01,42.0
158,2016-07-05,42.48
159,2016-07-06,42.150002
160,2016-07-07,41.43
161,2016-07-08,41.700001
162,2016-07-11,41.860001000000004
163,2016-07-12,42.27
164,2016-07-13,41.0
165,2016-07-14,41.119999
166,2016-07-15,41.299999
167,2016-07-18,41.599998
168,2016-07-19,41.060001
169,2016-07-20,40.07
170,2016-07-21,44.630001
171,2016-07-22,44.209998999999996
172,2016-07-25,44.349998
173,2016-07-26,44.060001
174,2016-07-27,44.48
175,2016-07-28,44.349998
176,2016-07-29,44.810001
177,2016-08-01,44.16
178,2016-08-02,43.040001000000004
179,2016-08-03,42.450001
180,2016-08-04,42.18
181,2016-08-05,42.380001
182,2016-08-08,43.689999
183,2016-08-09,43.290001000000004
184,2016-08-10,42.82
185,2016-08-11,42.73
186,2016-08-12,42.73
187,2016-08-15,42.82
188,2016-08-16,42.490002000000004
189,2016-08-17,42.82
190,2016-08-18,42.5
191,2016-08-19,42.099998
192,2016-08-22,42.84
193,2016-08-23,41.790001000000004
194,2016-08-24,41.43
195,2016-08-25,39.5
196,2016-08-26,40.23
197,2016-08-29,40.380001
198,2016-08-30,40.279999
199,2016-08-31,40.439999
200,2016-09-01,39.5
201,2016-09-02,41.189999
202,2016-09-06,42.68
203,2016-09-07,43.959998999999996
204,2016-09-08,43.900002
205,2016-09-09,43.860001000000004
206,2016-09-12,43.450001
207,2016-09-13,44.689999
208,2016-09-14,45.310001
209,2016-09-15,45.43
210,2016-09-16,48.150002
211,2016-09-19,47.0
212,2016-09-20,46.560001
213,2016-09-21,46.48
214,2016-09-22,47.009997999999996
215,2016-09-23,47.610001000000004
216,2016-09-26,46.970001
217,2016-09-27,46.91
218,2016-09-28,47.200001
219,2016-09-29,47.02
220,2016-09-30,46.75
221,2016-10-03,46.580002
222,2016-10-04,46.189999
223,2016-10-05,45.490002000000004
224,2016-10-06,45.66
225,2016-10-07,46.0
226,2016-10-10,45.82
227,2016-10-11,46.700001
228,2016-10-12,45.91
229,2016-10-13,46.200001
230,2016-10-14,45.990002000000004
231,2016-10-17,46.639998999999996
232,2016-10-18,47.25
233,2016-10-19,47.200001
234,2016-10-20,46.830002
235,2016-10-21,46.0
236,2016-10-24,47.060001
237,2016-10-25,50.799999
238,2016-10-26,53.080002
239,2016-10-27,52.689999
240,2016-10-28,51.939999
241,2016-10-31,51.450001
242,2016-11-01,50.43
243,2016-11-02,49.650002
244,2016-11-03,49.759997999999996
245,2016-11-04,49.459998999999996
246,2016-11-07,51.41
247,2016-11-08,51.380001
248,2016-11-09,50.259997999999996
249,2016-11-10,51.689999
250,2016-11-11,51.5
251,2016-11-14,50.43
252,2016-11-15,47.66
253,2016-11-16,46.880001
254,2016-11-17,48.740002000000004
255,2016-11-18,50.310001
256,2016-11-21,50.48
257,2016-11-22,51.720001
258,2016-11-23,51.459998999999996
259,2016-11-25,51.220001
260,2016-11-28,51.400002
261,2016-11-29,50.630001
262,2016-11-30,50.380001
263,2016-12-01,50.189999
264,2016-12-02,48.970001
265,2016-12-05,44.189999
266,2016-12-06,43.990002000000004
267,2016-12-07,44.259997999999996
268,2016-12-08,43.259997999999996
269,2016-12-09,43.48
270,2016-12-12,42.669998
271,2016-12-13,43.900002
272,2016-12-14,43.900002
273,2016-12-15,43.439999
274,2016-12-16,43.220001
275,2016-12-19,42.790001000000004
276,2016-12-20,41.740002000000004
277,2016-12-21,41.5
278,2016-12-22,42.380001
279,2016-12-23,40.880001
280,2016-12-27,42.630001
281,2016-12-28,43.119999
282,2016-12-29,43.07
283,2016-12-30,42.639998999999996
284,2017-01-03,42.75
285,2017-01-04,43.779999
286,2017-01-05,45.5
287,2017-01-06,47.18
288,2017-01-09,47.740002000000004
289,2017-01-10,48.869999
290,2017-01-11,48.290001000000004
291,2017-01-12,48.290001000000004
292,2017-01-13,48.0
293,2017-01-17,49.630001
294,2017-01-18,51.59
295,2017-01-19,48.439999
296,2017-01-20,48.509997999999996
297,2017-01-23,48.73
298,2017-01-24,48.41
299,2017-01-25,47.68
300,2017-01-26,47.939999
301,2017-01-27,48.41
302,2017-01-30,48.490002000000004
303,2017-01-31,47.450001
304,2017-02-01,47.799999
305,2017-02-02,47.349998
306,2017-02-03,48.349998
307,2017-02-06,47.150002
308,2017-02-07,47.459998999999996
309,2017-02-08,48.130001
310,2017-02-09,47.779999
311,2017-02-10,49.0
312,2017-02-13,50.57
313,2017-02-14,51.23
314,2017-02-15,49.790001000000004
315,2017-02-16,49.759997999999996
316,2017-02-17,49.18
317,2017-02-21,49.5
318,2017-02-22,49.290001000000004
319,2017-02-23,49.599998
320,2017-02-24,48.900002
321,2017-02-27,48.700001
322,2017-02-28,48.610001000000004
323,2017-03-01,48.950001
324,2017-03-02,50.290001000000004
325,2017-03-03,51.0
326,2017-03-06,50.0
327,2017-03-07,52.060001
328,2017-03-08,50.919998
329,2017-03-09,50.52
330,2017-03-10,50.439999
331,2017-03-13,51.240002000000004
332,2017-03-14,52.130001
333,2017-03-15,52.169998
334,2017-03-16,54.02
335,2017-03-17,54.119999
336,2017-03-20,55.5
337,2017-03-21,57.98
338,2017-03-22,57.150002
339,2017-03-23,58.68
340,2017-03-24,58.189999
341,2017-03-27,58.849998
342,2017-03-28,58.18
343,2017-03-29,58.0
344,2017-03-30,59.580002
345,2017-03-31,59.560001
346,2017-04-03,60.509997999999996
347,2017-04-04,60.799999
348,2017-04-05,61.130001
349,2017-04-06,60.66
350,2017-04-07,61.389998999999996
351,2017-04-10,61.279999
352,2017-04-11,60.0
353,2017-04-12,59.91
354,2017-04-13,59.360001000000004
355,2017-04-17,59.580002
356,2017-04-18,60.200001
357,2017-04-19,60.330002
358,2017-04-20,62.669998
359,2017-04-21,62.200001
360,2017-04-24,62.900002
361,2017-04-25,63.110001000000004
362,2017-04-26,67.339996
363,2017-04-27,65.199997
364,2017-04-28,65.400002
365,2017-05-01,64.760002
366,2017-05-02,64.5
367,2017-05-03,64.66999799999999
368,2017-05-04,63.98
369,2017-05-05,64.099998
370,2017-05-08,65.379997
371,2017-05-09,67.230003
372,2017-05-10,67.279999
373,2017-05-11,67.889999
374,2017-05-12,69.459999
375,2017-05-15,71.660004
376,2017-05-16,72.0
377,2017-05-17,74.199997
378,2017-05-18,68.300003
379,2017-05-19,68.970001
380,2017-05-22,71.519997
381,2017-05-23,73.489998
382,2017-05-24,73.25
383,2017-05-25,74.07
384,2017-05-26,72.540001
385,2017-05-30,73.019997
386,2017-05-31,70.0
387,2017-06-01,72.440002
388,2017-06-02,74.230003
389,2017-06-05,73.68
390,2017-06-06,74.459999
391,2017-06-07,76.620003
392,2017-06-08,82.900002
393,2017-06-09,77.07
394,2017-06-12,72.459999
395,2017-06-13,75.860001
396,2017-06-14,74.040001
397,2017-06-15,71.730003
398,2017-06-16,73.400002
399,2017-06-19,75.57
400,2017-06-20,75.220001
401,2017-06-21,74.620003
402,2017-06-22,72.58000200000001
403,2017-06-23,73.019997
404,2017-06-26,73.25
405,2017-06-27,72.019997
406,2017-06-28,72.25
407,2017-06-29,71.279999
408,2017-06-30,70.5
409,2017-07-03,70.629997
410,2017-07-05,71.599998
411,2017-07-06,72.0
412,2017-07-07,71.110001
413,2017-07-10,72.339996
414,2017-07-11,75.25
415,2017-07-12,76.900002
416,2017-07-13,79.800003
417,2017-07-14,78.309998
418,2017-07-17,80.099998
419,2017-07-18,80.150002
420,2017-07-19,82.07
421,2017-07-20,80.550003
422,2017-07-21,80.57
423,2017-07-24,79.349998
424,2017-07-25,77.75
425,2017-07-26,80.730003
426,2017-07-27,83.139999
427,2017-07-28,79.150002
428,2017-07-31,80.18
429,2017-08-01,80.300003
430,2017-08-02,78.33000200000001
431,2017-08-03,78.139999
432,2017-08-04,79.199997
433,2017-08-07,80.08000200000001
434,2017-08-08,80.870003
435,2017-08-09,79.610001
436,2017-08-10,79.33000200000001
437,2017-08-11,76.970001
438,2017-08-14,79.83000200000001
439,2017-08-15,82.449997
440,2017-08-16,81.709999
441,2017-08-17,80.639999
442,2017-08-18,79.370003
443,2017-08-21,80.190002
444,2017-08-22,82.029999
445,2017-08-23,82.980003
446,2017-08-24,84.949997
447,2017-08-25,84.760002
448,2017-08-28,78.290001
449,2017-08-29,76.209999
450,2017-08-30,78.940002
451,2017-08-31,79.940002
452,2017-09-01,82.110001
453,2017-09-05,83.58000200000001
454,2017-09-06,81.190002
455,2017-09-07,84.16999799999999
456,2017-09-08,90.860001
457,2017-09-11,89.389999
458,2017-09-12,90.230003
459,2017-09-13,91.410004
460,2017-09-14,89.199997
461,2017-09-15,88.309998
462,2017-09-18,88.300003
463,2017-09-19,87.57
464,2017-09-20,86.660004
465,2017-09-21,88.190002
466,2017-09-22,86.110001
467,2017-09-25,86.650002
468,2017-09-26,83.0
469,2017-09-27,83.239998
470,2017-09-28,85.800003
471,2017-09-29,88.349998
472,2017-10-02,87.540001
473,2017-10-03,89.209999
474,2017-10-04,92.110001
475,2017-10-05,91.0
476,2017-10-06,89.220001
477,2017-10-09,91.709999
478,2017-10-10,91.519997
479,2017-10-11,93.440002
480,2017-10-12,91.860001
481,2017-10-13,91.0
482,2017-10-16,94.470001
483,2017-10-17,93.550003
484,2017-10-18,91.83000200000001
485,2017-10-19,89.190002
486,2017-10-20,90.879997
487,2017-10-23,92.91999799999999
488,2017-10-24,92.559998
489,2017-10-25,91.269997
490,2017-10-26,85.150002
491,2017-10-27,84.559998
492,2017-10-30,84.970001
493,2017-10-31,82.57
494,2017-11-01,83.529999
495,2017-11-02,82.510002
496,2017-11-03,82.300003
497,2017-11-06,81.5
498,2017-11-07,88.230003
499,2017-11-08,88.370003
500,2017-11-09,86.239998
501,2017-11-10,85.510002
502,2017-11-13,84.940002
503,2017-11-14,84.519997
504,2017-11-15,83.220001
505,2017-11-16,85.629997
506,2017-11-17,88.160004
507,2017-11-20,89.550003
508,2017-11-21,89.120003
509,2017-11-22,90.230003
510,2017-11-24,87.019997
511,2017-11-27,87.589996
512,2017-11-28,87.0
513,2017-11-29,88.120003
514,2017-11-30,85.010002
515,2017-12-01,83.809998
516,2017-12-04,85.239998
517,2017-12-05,84.239998
518,2017-12-06,83.239998
519,2017-12-07,88.690002
520,2017-12-08,89.91999799999999
521,2017-12-11,90.889999
522,2017-12-12,89.800003
523,2017-12-13,89.5
524,2017-12-14,88.900002
525,2017-12-15,88.970001
526,2017-12-18,90.139999
527,2017-12-19,91.980003
528,2017-12-20,91.949997
529,2017-12-21,92.150002
530,2017-12-22,92.089996
531,2017-12-26,91.75
532,2017-12-27,92.949997
533,2017-12-28,93.75
534,2017-12-29,92.83000200000001
535,2018-01-02,95.739998
536,2018-01-03,98.25
537,2018-01-04,103.5
538,2018-01-05,100.849998
539,2018-01-08,101.0
540,2018-01-09,102.349998
541,2018-01-10,102.239998
542,2018-01-11,103.300003
543,2018-01-12,102.5
544,2018-01-16,105.599998
545,2018-01-17,100.75
546,2018-01-18,103.0
547,2018-01-19,103.190002
548,2018-01-22,101.309998
549,2018-01-23,95.91999799999999
550,2018-01-24,90.010002
551,2018-01-25,91.66999799999999
552,2018-01-26,93.199997
553,2018-01-29,93.300003
554,2018-01-30,93.410004
555,2018-01-31,92.690002
556,2018-02-01,91.0
557,2018-02-02,91.120003
558,2018-02-05,89.019997
559,2018-02-06,85.099998
560,2018-02-07,85.949997
561,2018-02-08,86.760002
562,2018-02-09,83.809998
563,2018-02-12,86.0
564,2018-02-13,86.709999
565,2018-02-14,85.690002
566,2018-02-15,89.959999
567,2018-02-16,92.010002
568,2018-02-20,92.150002
569,2018-02-21,93.91999799999999
570,2018-02-22,93.0
571,2018-02-23,93.0
572,2018-02-26,93.290001
573,2018-02-27,91.610001
574,2018-02-28,90.690002
575,2018-03-01,91.93
576,2018-03-02,86.0
577,2018-03-05,85.540001
578,2018-03-06,87.300003
579,2018-03-07,87.0
580,2018-03-08,91.559998
581,2018-03-09,93.0
582,2018-03-12,93.599998
583,2018-03-13,95.230003
584,2018-03-14,92.5
585,2018-03-15,92.5
586,2018-03-16,92.540001
587,2018-03-19,90.139999
588,2018-03-20,92.050003
589,2018-03-21,96.5
590,2018-03-22,93.860001
591,2018-03-23,91.0
592,2018-03-26,92.0
593,2018-03-27,93.040001
594,2018-03-28,87.839996
595,2018-03-29,86.809998
596,2018-04-02,87.730003
597,2018-04-03,86.410004
598,2018-04-04,83.110001
599,2018-04-05,88.449997
600,2018-04-06,87.510002
601,2018-04-09,89.989998
602,2018-04-10,94.349998
603,2018-04-11,94.800003
604,2018-04-12,95.760002
605,2018-04-13,94.510002
606,2018-04-16,92.470001
607,2018-04-17,91.599998
608,2018-04-18,92.769997
609,2018-04-19,94.290001
610,2018-04-20,91.889999
611,2018-04-23,91.279999
612,2018-04-24,94.0
613,2018-04-25,89.010002
614,2018-04-26,90.199997
615,2018-04-27,90.440002
616,2018-04-30,90.68
617,2018-05-01,90.230003
618,2018-05-02,91.510002
619,2018-05-03,91.199997
620,2018-05-04,91.5
621,2018-05-07,90.860001
622,2018-05-08,92.470001
623,2018-05-09,92.370003
624,2018-05-10,92.339996
625,2018-05-11,95.0
626,2018-05-14,93.5
627,2018-05-15,93.400002
628,2018-05-16,93.160004
629,2018-05-17,92.82
630,2018-05-18,93.83000200000001
631,2018-05-21,95.5
632,2018-05-22,96.0
633,2018-05-23,96.599998
634,2018-05-24,100.309998
635,2018-05-25,104.269997
636,2018-05-29,97.660004
637,2018-05-30,98.66999799999999
638,2018-05-31,97.860001
639,2018-06-01,99.41999799999999
640,2018-06-04,102.010002
641,2018-06-05,101.349998
642,2018-06-06,103.18
643,2018-06-07,104.68
644,2018-06-08,104.040001
645,2018-06-11,105.120003
646,2018-06-12,105.720001
647,2018-06-13,106.510002
648,2018-06-14,102.309998
649,2018-06-15,104.0
650,2018-06-18,102.370003
651,2018-06-19,102.43
652,2018-06-20,106.639999
653,2018-06-21,103.870003
654,2018-06-22,103.599998
655,2018-06-25,99.16999799999999
656,2018-06-26,96.720001
657,2018-06-27,94.550003
658,2018-06-28,92.599998
659,2018-06-29,94.940002
660,2018-07-02,92.519997
661,2018-07-03,95.5
662,2018-07-05,94.699997
663,2018-07-06,92.279999
664,2018-07-09,95.269997
665,2018-07-10,96.470001
666,2018-07-11,93.199997
667,2018-07-12,96.540001
668,2018-07-13,98.599998
669,2018-07-16,97.160004
