,Future_Values,Dates
0,45.25564956665039,2020-12-07
1,45.13327407836914,2020-12-08
2,45.41911315917969,2020-12-09
3,44.164825439453125,2020-12-10
4,44.912715911865234,2020-12-11
5,44.30429458618164,2020-12-14
6,45.13274383544922,2020-12-15
7,46.1046257019043,2020-12-16
8,45.736114501953125,2020-12-17
9,45.452049255371094,2020-12-18
