,Date,Close,Adj_Date,Predicted_Close
1104,2020-04-07,115.309998,2020-03-31,107.94612
1105,2020-04-08,112.540001,2020-04-01,108.05354
1106,2020-04-09,115.739998,2020-04-02,108.101036
1107,2020-04-13,117.089996,2020-04-06,108.36318
1108,2020-04-14,118.309998,2020-04-07,108.966385
1109,2020-04-15,115.150002,2020-04-08,110.114624
1110,2020-04-16,110.540001,2020-04-09,110.96701
1111,2020-04-17,112.480003,2020-04-10,111.618164
1112,2020-04-20,109.370003,2020-04-13,111.734634
1113,2020-04-21,113.129997,2020-04-14,111.53145
1114,2020-04-22,113.779999,2020-04-15,111.045746
1115,2020-04-23,110.690002,2020-04-16,111.307755
1116,2020-04-24,110.150002,2020-04-17,111.458466
1117,2020-04-27,120.040001,2020-04-20,111.35862
1118,2020-04-28,120.290001,2020-04-21,111.2249
1119,2020-04-29,127.16999799999999,2020-04-22,112.11097
1120,2020-04-30,127.660004,2020-04-23,113.24062
1121,2020-05-01,120.110001,2020-04-24,114.85369
1122,2020-05-04,118.349998,2020-04-27,116.214516
1123,2020-05-05,123.25,2020-04-28,116.932755
1124,2020-05-06,123.050003,2020-04-29,117.58107
1125,2020-05-07,123.720001,2020-04-30,118.331894
1126,2020-05-08,127.650002,2020-05-01,119.10029
1127,2020-05-11,125.300003,2020-05-04,119.88759
1128,2020-05-12,125.160004,2020-05-05,120.81181
1129,2020-05-13,120.660004,2020-05-06,121.54511
1130,2020-05-14,119.91999799999999,2020-05-07,122.12126
1131,2020-05-15,117.58000200000001,2020-05-08,121.75302
1132,2020-05-18,122.690002,2020-05-11,121.20274
1133,2020-05-19,126.480003,2020-05-12,120.72494
1134,2020-05-20,120.559998,2020-05-13,120.66061
1135,2020-05-21,117.349998,2020-05-14,121.0256
1136,2020-05-22,113.440002,2020-05-15,120.65115
1137,2020-05-26,117.0,2020-05-19,119.60645
1138,2020-05-27,115.370003,2020-05-20,118.6725
1139,2020-05-28,115.089996,2020-05-21,117.94387
1140,2020-05-29,119.959999,2020-05-22,117.08675
1141,2020-06-01,122.0,2020-05-25,116.2285
1142,2020-06-02,127.480003,2020-05-26,115.870895
1143,2020-06-03,128.929993,2020-05-27,116.18517
1144,2020-06-04,128.449997,2020-05-28,117.24606
1145,2020-06-05,130.580002,2020-05-29,118.511665
1146,2020-06-08,132.5,2020-06-01,120.18307
1147,2020-06-09,128.759995,2020-06-02,122.16015
1148,2020-06-10,131.83999599999999,2020-06-03,123.69383
1149,2020-06-11,127.779999,2020-06-04,124.798645
1150,2020-06-12,128.380005,2020-06-05,125.502426
1151,2020-06-15,126.959999,2020-06-08,125.90214
1152,2020-06-16,123.860001,2020-06-09,125.88209
1153,2020-06-17,130.929993,2020-06-10,126.238686
1154,2020-06-18,129.889999,2020-06-11,126.009895
1155,2020-06-19,136.899994,2020-06-12,126.1747
1156,2020-06-22,133.389999,2020-06-15,126.58273
1157,2020-06-23,134.880005,2020-06-16,127.48231
1158,2020-06-24,132.110001,2020-06-17,128.41577
1159,2020-06-25,132.979996,2020-06-18,129.10492
1160,2020-06-26,133.5,2020-06-19,129.42128
1161,2020-06-29,131.179993,2020-06-22,129.72531
1162,2020-06-30,130.229996,2020-06-23,130.00485
1163,2020-07-01,130.949997,2020-06-24,130.08046
1164,2020-07-02,135.570007,2020-06-25,129.87593
1165,2020-07-06,143.83999599999999,2020-06-29,129.86295
1166,2020-07-07,137.639999,2020-06-30,130.72546
1167,2020-07-08,141.580002,2020-07-01,131.88948
1168,2020-07-09,148.139999,2020-07-02,132.87251
1169,2020-07-10,148.389999,2020-07-03,134.46733
1170,2020-07-13,144.300003,2020-07-06,136.42247
1171,2020-07-14,141.03999299999998,2020-07-07,138.94052
1172,2020-07-15,144.440002,2020-07-08,140.17442
1173,2020-07-16,144.759995,2020-07-09,140.80836
1174,2020-07-17,142.529999,2020-07-10,141.05675
1175,2020-07-20,146.630005,2020-07-13,141.42485
1176,2020-07-21,146.899994,2020-07-14,141.69217
1177,2020-07-22,144.580002,2020-07-15,142.40611
1178,2020-07-23,137.970001,2020-07-16,142.80762
1179,2020-07-24,138.050003,2020-07-17,143.10567
1180,2020-07-27,139.75,2020-07-20,142.2143
1181,2020-07-28,135.490005,2020-07-21,141.16728
1182,2020-07-29,135.240005,2020-07-22,139.93288
1183,2020-07-30,138.190002,2020-07-23,138.60542
1184,2020-07-31,140.199997,2020-07-24,137.31313
1185,2020-08-03,143.130005,2020-07-27,136.58221
1186,2020-08-04,144.940002,2020-07-28,136.3108
1187,2020-08-05,148.080002,2020-07-29,136.69662
1188,2020-08-06,147.600006,2020-07-30,137.52698
1189,2020-08-07,140.869995,2020-07-31,138.84364
1190,2020-08-10,139.419998,2020-08-03,139.99396
1191,2020-08-11,140.0,2020-08-04,140.36053
1192,2020-08-12,141.350006,2020-08-05,140.28491
1193,2020-08-13,141.21000700000002,2020-08-06,140.15121
1194,2020-08-14,135.630005,2020-08-07,139.98701
1195,2020-08-17,140.91000400000001,2020-08-10,139.67195
1196,2020-08-18,142.5,2020-08-11,139.16083
1197,2020-08-19,137.830002,2020-08-12,138.8697
1198,2020-08-20,136.259995,2020-08-13,138.87672
1199,2020-08-21,138.529999,2020-08-14,138.36789
1200,2020-08-24,136.550003,2020-08-17,137.7688
1201,2020-08-25,138.070007,2020-08-18,137.43404
1202,2020-08-26,137.880005,2020-08-19,136.81458
1203,2020-08-27,146.119995,2020-08-20,136.38632
1204,2020-08-28,149.149994,2020-08-21,136.24612
1205,2020-08-31,146.630005,2020-08-24,136.88817
1206,2020-09-01,151.0,2020-08-25,138.02872
1207,2020-09-02,153.529999,2020-08-26,139.34361
1208,2020-09-03,150.33999599999999,2020-08-27,141.23236
1209,2020-09-04,149.28999299999998,2020-08-28,143.02756
1210,2020-09-08,147.720001,2020-09-01,144.35695
1211,2020-09-09,148.979996,2020-09-02,145.12923
1212,2020-09-10,144.639999,2020-09-03,145.69035
1213,2020-09-11,147.300003,2020-09-04,146.24673
1214,2020-09-14,151.720001,2020-09-07,146.3594
1215,2020-09-15,155.350006,2020-09-08,146.54028
1216,2020-09-16,154.399994,2020-09-09,147.26389
1217,2020-09-17,154.440002,2020-09-10,148.4398
1218,2020-09-18,154.03999299999998,2020-09-11,149.06752
1219,2020-09-21,154.070007,2020-09-14,149.87895
1220,2020-09-22,152.880005,2020-09-15,150.16815
1221,2020-09-23,151.309998,2020-09-16,150.51768
1222,2020-09-24,150.100006,2020-09-17,150.72887
1223,2020-09-25,149.229996,2020-09-18,150.52489
1224,2020-09-28,149.66000400000001,2020-09-21,149.93333
1225,2020-09-29,147.229996,2020-09-22,149.68683
1226,2020-09-30,149.5,2020-09-23,149.28963
1227,2020-10-01,154.559998,2020-09-24,148.56935
1228,2020-10-02,154.149994,2020-09-25,148.36725
1229,2020-10-05,151.779999,2020-09-28,148.37463
1230,2020-10-06,163.809998,2020-09-29,148.75313
1231,2020-10-07,165.46000700000002,2020-09-30,149.228
1232,2020-10-08,167.71000700000002,2020-10-01,151.01854
1233,2020-10-09,170.08999599999999,2020-10-02,153.41478
1234,2020-10-12,170.929993,2020-10-05,156.0072
1235,2020-10-13,162.100006,2020-10-06,158.8517
1236,2020-10-14,165.479996,2020-10-07,161.62022
1237,2020-10-15,164.979996,2020-10-08,163.28389
1238,2020-10-16,164.899994,2020-10-09,164.24698
1239,2020-10-19,164.949997,2020-10-12,164.99913
1240,2020-10-20,174.830002,2020-10-13,165.39699
1241,2020-10-21,175.979996,2020-10-14,165.73698
1242,2020-10-22,171.880005,2020-10-15,166.46538
1243,2020-10-23,170.529999,2020-10-16,167.69502
1244,2020-10-26,170.440002,2020-10-19,168.67183
1245,2020-10-27,168.809998,2020-10-20,169.13162
1246,2020-10-28,165.899994,2020-10-21,169.52455
1247,2020-10-29,165.550003,2020-10-22,169.23889
1248,2020-10-30,160.380005,2020-10-23,168.89803
1249,2020-11-02,161.360001,2020-10-26,168.03654
1250,2020-11-03,160.78999299999998,2020-10-27,167.09697
1251,2020-11-04,170.600006,2020-10-28,165.4901
1252,2020-11-05,180.169998,2020-10-29,164.26332
1253,2020-11-06,178.990005,2020-10-30,164.68373
1254,2020-11-09,175.279999,2020-11-02,166.59558
1255,2020-11-10,173.970001,2020-11-03,169.15
1256,2020-11-11,174.259995,2020-11-04,170.70778
1257,2020-11-12,170.179993,2020-11-05,171.8479
