DATE,PRICE,EV,EVEBIT,MARKETCAP,PB,PE
11/18/2019,122.09,19606.5,45.1,19271.9,7.7,59.5
11/19/2019,121.97,19587.5,45.1,19252.9,7.7,59.5
11/20/2019,118.69,19069.8,43.9,18735.2,7.5,57.9
11/21/2019,118.26,19001.9,43.7,18667.3,7.5,57.6
11/22/2019,119.14,19140.8,44,18806.2,7.5,58.1
11/25/2019,122.72,19705.9,45.3,19371.3,7.7,59.8
11/26/2019,124.4,19971.1,45.9,19636.5,7.8,60.6
11/27/2019,124.26,19949,45.9,19614.4,7.8,60.6
11/29/2019,121.08,19447,44.7,19112.4,7.6,59
12/2/2019,122.25,19631.7,45.2,19297.1,7.7,59.6
12/3/2019,120.01,19278.1,44.3,18943.5,7.6,58.5
12/4/2019,119.85,19252.9,44.3,18918.3,7.6,58.4
12/5/2019,122.03,19597,45.1,19262.4,7.7,59.5
12/6/2019,120.79,19401.3,44.6,19066.7,7.6,58.9
12/9/2019,120.94,19424.9,44.7,19090.3,7.6,59
12/10/2019,120.42,19342.9,44.5,19008.3,7.6,58.7
12/11/2019,121.73,19549.6,45,19215,7.7,59.3
12/12/2019,122.33,19644.4,45.2,19309.8,7.7,59.6
12/13/2019,123.2,19781.7,45.5,19447.1,7.8,60.1
12/16/2019,122.76,19712.2,45.3,19377.6,7.7,59.8
12/17/2019,125.06,20075.3,46.2,19740.7,7.9,61
12/18/2019,127.52,20463.6,47.1,20129,8,62.2
12/19/2019,122.98,19747,45.4,19412.4,7.7,59.9
12/20/2019,123.74,19866.9,45.7,19532.3,7.8,60.3
12/23/2019,124.96,20059.5,46.1,19724.9,7.9,60.9
12/24/2019,124.7,20018.5,46.1,19683.9,7.9,60.8
12/26/2019,125,20065.8,46.2,19731.2,7.9,60.9
12/27/2019,124,19908,45.8,19573.4,7.8,60.4
12/30/2019,123,19750.1,45.4,19415.5,7.7,60
12/31/2019,121.25,19473.9,44.8,19139.3,7.6,59.1
1/2/2020,127.25,20421,47,20086.4,8,62
1/3/2020,126.16,20248.9,46.6,19914.3,7.9,61.5
1/6/2020,128.08,20552,47.3,20217.4,8.1,62.4
1/7/2020,129.1,20713,47.7,20378.4,8.1,62.9
1/8/2020,130.81,20982.9,48.3,20648.3,8.2,63.8
1/9/2020,133.64,21429.6,49.3,21095,8.4,65.1
1/10/2020,131.12,21031.9,48.4,20697.3,8.3,63.9
1/13/2020,134.71,21598.5,49.7,21263.9,8.5,65.7
1/14/2020,136.84,21934.8,50.5,21600.2,8.6,66.7
1/15/2020,138.48,22193.6,51.1,21859,8.7,67.5
1/16/2020,140.75,22551.9,51.9,22217.3,8.9,68.6
1/17/2020,135.75,21762.7,50.1,21428.1,8.6,66.2
1/21/2020,132.18,21231.7,40.2,20864.6,8,51.8
1/22/2020,133.16,21386.4,40.5,21019.3,8.1,52.1
1/23/2020,129.01,20731.3,39.3,20364.2,7.8,50.5
1/24/2020,124.61,20036.8,37.9,19669.7,7.6,48.8
1/27/2020,121.95,19616.9,37.2,19249.8,7.4,47.8
1/28/2020,129.08,20742.3,39.3,20375.2,7.9,50.5
1/29/2020,129.19,20759.7,39.3,20392.6,7.9,50.6
1/30/2020,123.43,19850.5,37.6,19483.4,7.5,48.3
1/31/2020,121.55,19553.7,37,19186.6,7.4,47.6
2/3/2020,127.69,20522.9,38.9,20155.8,7.8,50
2/4/2020,132.99,21359.5,40.5,20992.4,8.1,52.1
2/5/2020,131.56,21133.8,40,20766.7,8,51.5
2/6/2020,133.96,21512.6,40.7,21145.5,8.2,52.5
2/7/2020,134.42,21585.3,40.9,21218.2,8.2,52.6
2/10/2020,135.19,21706.8,41.1,21339.7,8.2,52.9
2/11/2020,138.09,22164.6,42,21797.5,8.4,54.1
2/12/2020,138.48,22226.1,42.1,21859,8.4,54.2
2/13/2020,138.85,22284.5,42.2,21917.4,8.4,54.4
2/14/2020,141.53,22707.6,43,22340.5,8.6,55.4
2/18/2020,138.97,22303.5,42.2,21936.4,8.5,54.4
2/19/2020,141.76,22743.9,43.1,22376.8,8.6,55.5
2/20/2020,137.66,22096.7,41.8,21729.6,8.4,53.9
2/21/2020,137.81,22120.4,41.9,21753.3,8.4,54
2/24/2020,134.78,21642.1,41,21275,8.2,52.8
2/25/2020,134.47,21593.2,40.9,21226.1,8.2,52.7
2/26/2020,133.75,21479.5,40.7,21112.4,8.1,52.4
2/27/2020,132.63,21302.7,40.3,20935.6,8.1,51.9
2/28/2020,127.89,20554.5,38.9,20187.4,7.8,50.1
3/2/2020,134.47,21593.2,40.9,21226.1,8.2,52.7
3/3/2020,134.2,21550.5,40.8,21183.4,8.2,52.6
3/4/2020,134.59,21612.1,40.9,21245,8.2,52.7
3/5/2020,134.21,21552.1,40.8,21185,8.2,52.6
3/6/2020,128.83,20702.9,39.2,20335.8,7.8,50.5
3/9/2020,127.12,20433,38.7,20065.9,7.7,49.8
3/10/2020,128.31,20620.8,39.1,20253.7,7.8,50.2
3/11/2020,126.69,20365.1,38.6,19998,7.7,49.6
3/12/2020,116.86,18813.4,35.6,18446.3,7.1,45.8
3/13/2020,122.08,19637.4,37.2,19270.3,7.4,47.8
3/16/2020,114.65,18464.6,35,18097.5,7,44.9
3/17/2020,117.2,18867.1,35.7,18500,7.1,45.9
3/18/2020,111.07,17899.5,33.9,17532.4,6.8,43.5
3/19/2020,110.42,17796.9,33.7,17429.8,6.7,43.2
3/20/2020,108.72,17528.5,33.2,17161.4,6.6,42.6
3/23/2020,103.85,16759.8,31.7,16392.7,6.3,40.7
3/24/2020,117.7,18946,35.9,18578.9,7.2,46.1
3/25/2020,124.44,20009.9,37.9,19642.8,7.6,48.7
3/26/2020,125.2,20129.9,38.1,19762.8,7.6,49
3/27/2020,112.7,18156.8,34.4,17789.7,6.9,44.1
3/30/2020,109,17572.7,33.3,17205.6,6.6,42.7
3/31/2020,108.24,17452.8,33.1,17085.7,6.6,42.4
4/1/2020,104.74,16900.3,32,16533.2,6.4,41
4/2/2020,107.91,17400.7,33,17033.6,6.6,42.3
4/3/2020,106.51,17179.7,32.5,16812.6,6.5,41.7
4/6/2020,111,17888.4,33.9,17521.3,6.8,43.5
4/7/2020,115.31,18568.8,35.2,18201.7,7,45.2
4/8/2020,112.54,18131.5,34.3,17764.4,6.8,44.1
4/9/2020,115.74,18636.6,35.3,18269.5,7,45.3
4/13/2020,117.09,18849.7,35.7,18482.6,7.1,45.9
4/14/2020,118.31,19042.3,36.1,18675.2,7.2,46.3
4/15/2020,115.15,18543.5,35.1,18176.4,7,45.1
4/16/2020,110.54,17815.8,33.7,17448.7,6.7,43.3
4/17/2020,112.48,18122,34.3,17754.9,6.8,44
4/20/2020,109.37,17631.1,33.4,17264,6.7,42.8
4/21/2020,113.13,18224.6,34.5,17857.5,6.9,44.3
4/22/2020,113.78,18447.6,32.2,17960.1,6.5,40.5
4/23/2020,110.69,17959.9,31.4,17472.4,6.3,39.4
4/24/2020,110.15,17874.6,31.2,17387.1,6.3,39.2
4/27/2020,120.04,19435.8,34,18948.3,6.9,42.7
4/28/2020,120.29,19475.2,34,18987.7,6.9,42.8
4/29/2020,127.17,20561.2,35.9,20073.7,7.3,45.3
4/30/2020,127.66,20638.6,36.1,20151.1,7.3,45.4
5/1/2020,120.11,19446.8,34,18959.3,6.9,42.8
5/4/2020,118.35,19169,33.5,18681.5,6.8,42.1
5/5/2020,123.25,19942.5,34.9,19455,7.1,43.9
5/6/2020,123.05,19910.9,34.8,19423.4,7.1,43.8
5/7/2020,123.72,20016.7,35,19529.2,7.1,44
5/8/2020,127.65,20637,36.1,20149.5,7.3,45.4
5/11/2020,125.3,20266.1,35.4,19778.6,7.2,44.6
5/12/2020,125.16,20244,35.4,19756.5,7.2,44.6
5/13/2020,120.66,19533.6,34.1,19046.1,6.9,43
5/14/2020,119.92,19416.8,33.9,18929.3,6.9,42.7
5/15/2020,117.58,19047.5,33.3,18560,6.7,41.9
5/18/2020,122.69,19854.1,34.7,19366.6,7,43.7
5/19/2020,126.48,20452.3,35.7,19964.8,7.2,45
5/20/2020,120.56,19517.9,34.1,19030.4,6.9,42.9
5/21/2020,117.35,19011.2,33.2,18523.7,6.7,41.8
5/22/2020,113.44,18394,32.2,17906.5,6.5,40.4
5/26/2020,117,18955.9,33.1,18468.4,6.7,41.7
5/27/2020,115.37,18698.6,32.7,18211.1,6.6,41.1
5/28/2020,115.09,18654.4,32.6,18166.9,6.6,41
5/29/2020,119.96,19423.2,33.9,18935.7,6.9,42.7
6/1/2020,122,19745.2,34.5,19257.7,7,43.4
6/2/2020,127.48,20610.2,36,20122.7,7.3,45.4
6/3/2020,128.93,20839.1,36.4,20351.6,7.4,45.9
6/4/2020,128.45,20763.3,36.3,20275.8,7.4,45.7
6/5/2020,130.58,21099.5,36.9,20612,7.5,46.5
6/8/2020,132.5,21402.6,37.4,20915.1,7.6,47.2
6/9/2020,128.76,20812.2,36.4,20324.7,7.4,45.8
6/10/2020,131.84,21298.4,37.2,20810.9,7.6,46.9
6/11/2020,127.78,20657.5,36.1,20170,7.3,45.5
6/12/2020,128.38,20752.2,36.3,20264.7,7.4,45.7
6/15/2020,126.96,20528.1,35.9,20040.6,7.3,45.2
6/16/2020,123.86,20038.8,35,19551.3,7.1,44.1
6/17/2020,130.93,21154.8,37,20667.3,7.5,46.6
6/18/2020,129.89,20990.6,36.7,20503.1,7.4,46.2
6/19/2020,136.9,22097.1,38.6,21609.6,7.8,48.7
6/22/2020,133.39,21543.1,37.7,21055.6,7.6,47.5
6/23/2020,134.88,21778.3,38.1,21290.8,7.7,48
6/24/2020,132.11,21341,37.3,20853.5,7.6,47
6/25/2020,132.98,21478.4,37.5,20990.9,7.6,47.3
6/26/2020,133.5,21560.4,37.7,21072.9,7.6,47.5
6/29/2020,131.18,21194.2,37,20706.7,7.5,46.7
6/30/2020,130.23,21044.3,36.8,20556.8,7.5,46.4
7/1/2020,130.95,21157.9,37,20670.4,7.5,46.6
7/2/2020,135.57,21887.2,38.3,21399.7,7.8,48.3
7/6/2020,143.84,23192.6,40.5,22705.1,8.2,51.2
7/7/2020,137.64,22213.9,38.8,21726.4,7.9,49
7/8/2020,141.58,22835.9,39.9,22348.4,8.1,50.4
7/9/2020,148.14,23871.4,41.7,23383.9,8.5,52.7
7/10/2020,148.39,23910.8,41.8,23423.3,8.5,52.8
7/13/2020,144.3,23265.2,40.7,22777.7,8.3,51.4
7/14/2020,141.04,22750.6,39.8,22263.1,8.1,50.2
7/15/2020,144.44,23287.3,40.7,22799.8,8.3,51.4
7/16/2020,144.76,23337.8,40.8,22850.3,8.3,51.5
7/17/2020,142.53,22985.8,40.2,22498.3,8.2,50.7
7/20/2020,146.63,23633,41.3,23145.5,8.4,52.2
7/21/2020,146.9,23675.6,41.4,23188.1,8.4,52.3
7/22/2020,144.58,23309.4,40.7,22821.9,8.3,51.5
7/23/2020,137.97,22266,38.9,21778.5,7.9,49.1
7/24/2020,138.05,22278.7,38.9,21791.2,7.9,49.1
7/27/2020,139.75,22547,39.4,22059.5,8,49.8
7/28/2020,135.49,21874.6,38.2,21387.1,7.8,48.2
7/29/2020,135.24,22012.6,40.2,21347.6,7.8,51.6
7/30/2020,138.19,22478.3,41,21813.3,8,52.8
7/31/2020,140.2,22795.5,41.6,22130.5,8.1,53.5
8/3/2020,143.13,23258,42.5,22593,8.3,54.7
8/4/2020,144.94,23543.7,43,22878.7,8.4,55.4
8/5/2020,148.08,24039.4,43.9,23374.4,8.5,56.6
8/6/2020,147.6,23963.6,43.8,23298.6,8.5,56.4
8/7/2020,140.87,22901.3,41.8,22236.3,8.1,53.8
8/10/2020,139.42,22672.4,41.4,22007.4,8,53.2
8/11/2020,140,22764,41.6,22099,8.1,53.5
8/12/2020,141.35,22977.1,42,22312.1,8.2,54
8/13/2020,141.21,22955,41.9,22290,8.1,53.9
8/14/2020,135.63,22074.2,40.3,21409.2,7.8,51.8
8/17/2020,140.91,22907.6,41.8,22242.6,8.1,53.8
8/18/2020,142.5,23158.6,42.3,22493.6,8.2,54.4
8/19/2020,137.83,22421.4,40.9,21756.4,7.9,52.6
8/20/2020,136.26,22173.6,40.5,21508.6,7.9,52
8/21/2020,138.53,22531.9,41.1,21866.9,8,52.9
8/24/2020,136.55,22219.4,40.6,21554.4,7.9,52.1
8/25/2020,138.07,22459.3,41,21794.3,8,52.7
8/26/2020,137.88,22429.3,41,21764.3,8,52.7
8/27/2020,146.12,23730,43.3,23065,8.4,55.8
8/28/2020,149.15,24208.3,44.2,23543.3,8.6,57
8/31/2020,146.63,23810.5,43.5,23145.5,8.5,56
9/1/2020,151,24500.3,44.7,23835.3,8.7,57.7
9/2/2020,153.53,24899.7,45.5,24234.7,8.9,58.6
9/3/2020,150.34,24396.1,44.5,23731.1,8.7,57.4
9/4/2020,149.29,24230.4,44.2,23565.4,8.6,57
9/8/2020,147.72,23982.6,43.8,23317.6,8.5,56.4
9/9/2020,148.98,24181.5,44.2,23516.5,8.6,56.9
9/10/2020,144.64,23496.4,42.9,22831.4,8.3,55.2
9/11/2020,147.3,23916.3,43.7,23251.3,8.5,56.3
9/14/2020,151.72,24614,44.9,23949,8.8,57.9
9/15/2020,155.35,25187,46,24522,9,59.3
9/16/2020,154.4,25143.6,45.5,24478.6,9,59.2
9/17/2020,154.44,25149.9,45.5,24484.9,9,59.2
9/18/2020,154.04,25086.5,45.4,24421.5,8.9,59.1
9/21/2020,154.07,25091.3,45.4,24426.3,8.9,59.1
9/22/2020,152.88,24902.6,45.1,24237.6,8.9,58.6
9/23/2020,151.31,24653.7,44.6,23988.7,8.8,58
9/24/2020,150.1,24461.9,44.3,23796.9,8.7,57.6
9/25/2020,149.23,24323.9,44,23658.9,8.7,57.2
9/28/2020,149.66,24392.1,44.2,23727.1,8.7,57.4
9/29/2020,147.23,24006.9,43.5,23341.9,8.5,56.5
9/30/2020,149.5,24366.7,44.1,23701.7,8.7,57.3
10/1/2020,154.56,25169,45.6,24504,9,59.3
10/2/2020,154.15,25104,45.5,24439,8.9,59.1
10/5/2020,151.78,24728.2,44.8,24063.2,8.8,58.2
10/6/2020,163.81,26635.5,48.2,25970.5,9.5,62.8
10/7/2020,165.46,26897,48.7,26232,9.6,63.5
10/8/2020,167.71,27253.8,49.3,26588.8,9.7,64.3
10/9/2020,170.09,27631.1,50,26966.1,9.9,65.2
10/12/2020,170.93,27764.3,50.3,27099.3,9.9,65.6
10/13/2020,162.1,26364.3,47.7,25699.3,9.4,62.2
10/14/2020,165.48,26988.7,51.7,26235.2,8.7,69.2
10/15/2020,164.98,26909.4,51.6,26155.9,8.6,69
10/16/2020,164.9,26896.8,51.6,26143.3,8.6,69
10/19/2020,164.95,26904.7,51.6,26151.2,8.6,69
10/20/2020,174.83,28471.1,54.6,27717.6,9.2,73.1
10/21/2020,175.98,28653.4,54.9,27899.9,9.2,73.6
10/22/2020,171.88,28003.4,53.7,27249.9,9,71.9
10/23/2020,170.53,27789.3,53.3,27035.8,8.9,71.3
10/26/2020,170.44,27775.1,53.2,27021.6,8.9,71.3
10/27/2020,168.81,27516.7,52.8,26763.2,8.8,70.6
10/28/2020,165.9,27055.3,51.9,26301.8,8.7,69.4
10/29/2020,165.55,26999.8,51.8,26246.3,8.7,69.3
10/30/2020,160.38,26180.2,50.2,25426.7,8.4,67.1
